"prodcodeid","dmdid","bnfcode","termfromemis","dmdproductdescription","bnfname","productname","dmdlevel","vpid","atc","formulation","routeofadministration","drugsubstancename","substancestrength","category","term"
"137241000033115","3104911000001109","0302000C0BHAFAQ","becodisks 400microgram (glaxosmithkline uk ltd)","becodisks 400microgram (glaxosmithkline uk ltd)","becodisks 400microgram","becodisks 400microgram","AMP","35908911000001108","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","400.000microgram","ics","Becodisks 400microgram (GlaxoSmithKline UK Ltd)"
"136641000033115","3105311000001107","0302000C0BBADAQ","becloforte 400microgram disks (glaxosmithkline uk ltd)","becloforte 400microgram disks (glaxosmithkline uk ltd)","becloforte 400microgram disks","becloforte 400microgram disks","AMP","35908911000001108","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","400.000microgram","ics","Becloforte 400microgram disks (GlaxoSmithKline UK Ltd)"
"126941000033113","3102211000001109","0302000C0BHAEAJ","becodisks 400microgram with diskhaler (glaxosmithkline uk ltd)","becodisks 400microgram with diskhaler (glaxosmithkline uk ltd)","becodisks 400microgram with diskhaler","becodisks 400microgram with diskhaler","AMP","35909011000001104","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","400.000microgram","ics","Becodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd)"
"126641000033118","3103211000001103","0302000C0BBACAJ","becloforte 400microgram disks with diskhaler (glaxosmithkline uk ltd)","becloforte 400microgram disks with diskhaler (glaxosmithkline uk ltd)","becloforte 400microgram disks with diskhaler","becloforte 400microgram disks with diskhaler","AMP","35909011000001104","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","400.000microgram","ics","Becloforte 400microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)"
"123341000033117","3604611000001104","0302000C0BFADAS","beclazone 50 easi-breathe inhaler (teva uk ltd)","beclazone 50 easi-breathe inhaler (teva uk ltd)","beclazone 50 easi-breathe inhaler","beclazone 50 easi-breathe inhaler","AMP","35909211000001109","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","50.000microgram/1.000dose","ics","Beclazone 50 Easi-Breathe inhaler (Teva UK Ltd)"
"20141000033118","3604911000001105","0302000C0BEAAAS","aerobec 50 autohaler (meda pharmaceuticals ltd)","aerobec 50 autohaler (meda pharmaceuticals ltd)","aerobec 50 autohaler","aerobec 50 autohaler","AMP","35909211000001109","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","50.000microgram/1.000dose","ics","AeroBec 50 Autohaler (Meda Pharmaceuticals Ltd)"
"1571241000033119","3111911000001108","0302000C0BIADBI","asmabec 50 clickhaler (focus pharmaceuticals ltd)","asmabec 50 clickhaler (focus pharmaceuticals ltd)","asmabec 50 clickhaler","asmabec 50 clickhaler","AMP","35909411000001108","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","50.000microgram/1.000dose","ics","Asmabec 50 Clickhaler (Focus Pharmaceuticals Ltd)"
"576241000033112","3175211000001109","0302000C0BGAAAA","filair 50 inhaler (meda pharmaceuticals ltd)","filair 50 inhaler (meda pharmaceuticals ltd)","filair 50 inhaler","filair 50 inhaler","AMP","35909511000001107","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","50.000microgram/1.000dose","ics","Filair 50 inhaler (Meda Pharmaceuticals Ltd)"
"129941000033116","3176211000001103","0302000C0BCAIAA","becotide 50 inhaler (glaxosmithkline uk ltd)","becotide 50 inhaler (glaxosmithkline uk ltd)","becotide 50 inhaler","becotide 50 inhaler","AMP","35909511000001107","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","50.000microgram/1.000dose","ics","Becotide 50 inhaler (GlaxoSmithKline UK Ltd)"
"129141000033118","3176411000001104","0302000C0BFAAAA","beclazone 50 inhaler (teva uk ltd)","beclazone 50 inhaler (teva uk ltd)","beclazone 50 inhaler","beclazone 50 inhaler","AMP","35909511000001107","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","50.000microgram/1.000dose","ics","Beclazone 50 inhaler (Teva UK Ltd)"
"137641000033117","3190311000001103","0302000C0BCACAE","becotide 100microgram rotacaps (glaxosmithkline uk ltd)","becotide 100microgram rotacaps (glaxosmithkline uk ltd)","becotide 100microgram rotacaps","becotide 100microgram rotacaps","AMP","39695511000001104","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","100.000microgram","ics","Becotide 100microgram Rotacaps (GlaxoSmithKline UK Ltd)"
"137741000033114","3192111000001101","0302000C0BCADAF","becotide 200microgram rotacaps (glaxosmithkline uk ltd)","becotide 200microgram rotacaps (glaxosmithkline uk ltd)","becotide 200microgram rotacaps","becotide 200microgram rotacaps","AMP","39695611000001100","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","200.000microgram","ics","Becotide 200microgram Rotacaps (GlaxoSmithKline UK Ltd)"
"138041000033110","3194011000001108","0302000C0BCAGAI","becotide 400microgram rotacaps (glaxosmithkline uk ltd)","becotide 400microgram rotacaps (glaxosmithkline uk ltd)","becotide 400microgram rotacaps","becotide 400microgram rotacaps","AMP","39695711000001109","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","400.000microgram","ics","Becotide 400microgram Rotacaps (GlaxoSmithKline UK Ltd)"
"12430241000033117","34954811000001109","0301020I0BIAAAN","inhalvent 20micrograms/dose inhaler (alissa healthcare research ltd)","inhalvent 20micrograms/dose inhaler (alissa healthcare research ltd)","inhalvent 20micrograms/dose inhaler","inhalvent 20micrograms/dose inhaler","AMP","38894511000001107","R03BB01","pressurised inhalation","inhalation","ipratropium bromide","20.000microgram/1.000dose","sama","Inhalvent 20micrograms/dose inhaler (Alissa Healthcare Research Ltd)"
"13283241000033112","37842911000001109","0301020I0BJAAAN","ipravent 20micrograms/dose inhaler cfc free (cipla eu ltd)","ipravent 20micrograms/dose inhaler cfc free (cipla eu ltd)","ipravent 20micrograms/dose inhaler cfc free","ipravent 20micrograms/dose inhaler cfc free","AMP","38894511000001107","R03BB01","pressurised inhalation","inhalation","ipratropium bromide","20.000microgram/1.000dose","sama","Ipravent 20micrograms/dose inhaler CFC free (Cipla EU Ltd)"
"20041000033117","3293111000001105","0301011R0BKADAD","aerolin 100micrograms/dose autohaler (3m health care ltd)","aerolin 100micrograms/dose autohaler (3m health care ltd)","aerolin 100micrograms/dose autohaler","aerolin 100micrograms/dose autohaler","AMP","35936411000001109","R03AC02","pressurised inhalation","inhalation","salbutamol sulfate","100.000microgram/1.000dose","saba","Aerolin 100micrograms/dose Autohaler (3M Health Care Ltd)"
"1510341000033111","3086111000001109","0301011R0BLABAK","ventodisks 200microgram (glaxosmithkline uk ltd)","ventodisks 200microgram (glaxosmithkline uk ltd)","ventodisks 200microgram","ventodisks 200microgram","AMP","35936611000001107","R03AC02","inhalation powder","inhalation","salbutamol sulfate","200.000microgram","saba","Ventodisks 200microgram (GlaxoSmithKline UK Ltd)"
"1506841000033119","3080411000001101","0301011R0BLAAAI","ventodisks 200microgram with diskhaler (glaxosmithkline uk ltd)","ventodisks 200microgram with diskhaler (glaxosmithkline uk ltd)","ventodisks 200microgram with diskhaler","ventodisks 200microgram with diskhaler","AMP","35936711000001103","R03AC02","inhalation powder","inhalation","salbutamol sulfate","200.000microgram","saba","Ventodisks 200microgram with Diskhaler (GlaxoSmithKline UK Ltd)"
"1510441000033117","3089011000001102","0301011R0BLADAL","ventodisks 400microgram (glaxosmithkline uk ltd)","ventodisks 400microgram (glaxosmithkline uk ltd)","ventodisks 400microgram","ventodisks 400microgram","AMP","35936811000001106","R03AC02","inhalation powder","inhalation","salbutamol sulfate","400.000microgram","saba","Ventodisks 400microgram (GlaxoSmithKline UK Ltd)"
"1506941000033110","3083011000001100","0301011R0BLACAJ","ventodisks 400microgram with diskhaler (glaxosmithkline uk ltd)","ventodisks 400microgram with diskhaler (glaxosmithkline uk ltd)","ventodisks 400microgram with diskhaler","ventodisks 400microgram with diskhaler","AMP","35936911000001101","R03AC02","inhalation powder","inhalation","salbutamol sulfate","400.000microgram","saba","Ventodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd)"
"82541000033119","3186011000001104","0301011R0BJABAF","asmasal 95micrograms/dose clickhaler (focus pharmaceuticals ltd)","asmasal 95micrograms/dose clickhaler (focus pharmaceuticals ltd)","asmasal 95micrograms/dose clickhaler","asmasal 95micrograms/dose clickhaler","AMP","35937211000001107","R03AC02","inhalation powder","inhalation","salbutamol sulfate","95.000microgram/1.000dose","saba","Asmasal 95micrograms/dose Clickhaler (Focus Pharmaceuticals Ltd)"
"6029541000033117","18148111000001107","0301011R0BYAAAP","asmavent 100micrograms/dose inhaler cfc free (kent pharma (uk) ltd)","asmavent 100micrograms/dose inhaler cfc free (kent pharma (uk) ltd)","asmavent 100micrograms/dose inhaler cfc free","asmavent 100micrograms/dose inhaler cfc free","AMP","39113611000001102","R03AC02","pressurised inhalation","inhalation","salbutamol sulfate","100.000microgram/1.000dose","saba","Asmavent 100micrograms/dose inhaler CFC free (Kent Pharma (UK) Ltd)"
"130441000033115","4537611000001107","0301011F0BBACAA","berotec 200micrograms/dose inhaler (boehringer ingelheim ltd)","berotec 200micrograms/dose inhaler (boehringer ingelheim ltd)","berotec 200micrograms/dose inhaler","berotec 200micrograms/dose inhaler","AMP","4558411000001107","R03AC04","pressurised inhalation","inhalation","fenoterol hydrobromide","200.000microgram/1.000dose","saba","Berotec 200micrograms/dose inhaler (Boehringer Ingelheim Ltd)"
"13844641000033112","39606211000001105","0301020Q0BEABAB","tiogiva 18microgram inhalation powder capsules (glenmark pharmaceuticals europe ltd)","tiogiva 18microgram inhalation powder capsules (glenmark pharmaceuticals europe ltd)","tiogiva 18microgram inhalation powder capsules","tiogiva 18microgram inhalation powder capsules","AMP","9478911000001107","R03BB04","inhalation powder","inhalation","tiotropium bromide","18.000microgram","lama","Tiogiva 18microgram inhalation powder capsules (Glenmark Pharmaceuticals Europe Ltd)"
"13844541000033111","39605711000001106","0301020Q0BEAAAA","tiogiva 18microgram inhalation powder capsules with device (glenmark pharmaceuticals europe ltd)","tiogiva 18microgram inhalation powder capsules with device (glenmark pharmaceuticals europe ltd)","tiogiva 18microgram inhalation powder capsules with device","tiogiva 18microgram inhalation powder capsules with device","AMP","9479011000001103","R03BB04","inhalation powder","inhalation","tiotropium bromide","18.000microgram","lama","Tiogiva 18microgram inhalation powder capsules with device (Glenmark Pharmaceuticals Europe Ltd)"
"13859141000033118","39666311000001103","0301020Q0BDAAAA","acopair 18microgram inhalation powder capsules with neumohaler (mylan)","acopair 18microgram inhalation powder capsules with neumohaler (viatris uk healthcare ltd)","acopair 18microgram inhalation pdr caps with neumohaler","acopair 18microgram inhalation powder capsules with neumohaler","AMP","9479011000001103","R03BB04","inhalation powder","inhalation","tiotropium bromide","18.000microgram","lama","Acopair 18microgram inhalation powder capsules with NeumoHaler (Viatris UK Healthcare Ltd)"
"13774841000033112","39327311000001104","0302000Y0BBAAAA","trixeo aerosphere 5micrograms/dose / 7.2micrograms/dose / 160micrograms/dose pressurised inhaler (astrazeneca uk ltd)","trixeo aerosphere 5micrograms/dose / 7.2micrograms/dose / 160micrograms/dose pressurised inhaler (astrazeneca uk ltd)","trixeo aerosphere 5microg / 7.2microg / 160microg/dose inh","trixeo aerosphere 5micrograms/dose / 7.2micrograms/dose / 160micrograms/dose pressurised inhaler","AMP","39343511000001103","R03AL11","pressurised inhalation","inhalation","budesonide/ formoterol fumarate dihydrate/ glycopyrronium bromide","160.000microgram/1.000dose + 5.000microgram/1.000dose + 7.200microgram/1.000dose","triple","Trixeo Aerosphere 5micrograms/dose / 7.2micrograms/dose / 160micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)"
"13912841000033115","39993311000001105","0301011ABBBABAA","trimbow nexthaler 88micrograms/dose / 5micrograms/dose / 9micrograms/dose dry powder inhaler (chiesi ltd)","trimbow nexthaler 88micrograms/dose / 5micrograms/dose / 9micrograms/dose dry powder inhaler (chiesi ltd)","trimbow nexthaler 88microg/5microg/9microg/dose dry pdr inh","trimbow nexthaler 88micrograms/dose / 5micrograms/dose / 9micrograms/dose dry powder inhaler","AMP","40087411000001104","R03AL09","inhalation powder","inhalation","beclometasone dipropionate/ formoterol fumarate dihydrate/ glycopyrronium bromide","88.000microgram/1.000dose + 5.000microgram/1.000dose + 9.000microgram/1.000dose","triple","Trimbow NEXThaler 88micrograms/dose / 5micrograms/dose / 9micrograms/dose dry powder inhaler (Chiesi Ltd)"
"13179141000033113","37540311000001105","0301040X0BCAAAA","yanimo respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution cartridge with device (boehringer ingelheim ltd)","yanimo respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution cartridge with device (boehringer ingelheim ltd)","yanimo respimat 2.5microg/dose / 2.5microg/dose soln","yanimo respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution cartridge with device","AMP","29987211000001108","R03AL06","inhalation solution","inhalation","olodaterol hydrochloride/ tiotropium bromide","2.500microgram/1.000dose + 2.500microgram/1.000dose","laba-lama","Yanimo Respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd)"
"13768041000033118","39329111000001107","0301040AABBAAAA","bevespi aerosphere 7.2micrograms/dose / 5micrograms/dose pressurised inhaler (astrazeneca uk ltd)","bevespi aerosphere 7.2micrograms/dose / 5micrograms/dose pressurised inhaler (astrazeneca uk ltd)","bevespi aerosphere 7.2microg / 5microg/dose pressurised inh","bevespi aerosphere 7.2micrograms/dose / 5micrograms/dose pressurised inhaler","AMP","39343611000001104","R03AL07","pressurised inhalation","inhalation","formoterol fumarate dihydrate/ glycopyrronium bromide","5.000microgram/1.000dose + 7.200microgram/1.000dose","laba-lama","Bevespi Aerosphere 7.2micrograms/dose / 5micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)"
"13767941000033116","39343611000001104","0301040AAAAAAAA","glycopyrronium 7.2micrograms/dose / formoterol 5micrograms/dose inhaler cfc free","glycopyrronium 7.2micrograms/dose / formoterol 5micrograms/dose inhaler cfc free","glycopyrronium 7.2microg/formoterol 5microg/dose inh cfcfree","glycopyrronium 7.2micrograms/dose / formoterol 5micrograms/dose inhaler cfc free","VMP","39343611000001104","R03AL07","pressurised inhalation","inhalation","formoterol fumarate dihydrate/ glycopyrronium bromide","5.000microgram/1.000dose + 7.200microgram/1.000dose","laba-lama","Glycopyrronium 7.2micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free"
"488041000033119","2923111000001107","0301040M0BBAAAA","duovent inhaler (boehringer ingelheim ltd)","duovent inhaler (boehringer ingelheim ltd)","duovent inhaler","duovent inhaler","AMP","36066611000001106","R03AL01","pressurised inhalation","inhalation","fenoterol hydrobromide/ ipratropium bromide","100.000microgram/1.000dose + 40.000microgram/1.000dose","saba-sama","Duovent inhaler (Boehringer Ingelheim Ltd)"
"485841000033117","2964011000001104","0301040M0BBACAC","duovent autohaler (boehringer ingelheim ltd)","duovent autohaler (boehringer ingelheim ltd)","duovent autohaler","duovent autohaler","AMP","36066711000001102","R03AL01","pressurised inhalation","inhalation","fenoterol hydrobromide/ ipratropium bromide","100.000microgram/1.000dose + 40.000microgram/1.000dose","saba-sama","Duovent Autohaler (Boehringer Ingelheim Ltd)"
"13860241000033114","39817511000001103","0302000C0BUAABX","luforbec 100micrograms/dose / 6micrograms/dose inhaler (lupin healthcare (uk) ltd)","luforbec 100micrograms/dose / 6micrograms/dose inhaler (lupin healthcare (uk) ltd)","luforbec 100micrograms/dose / 6micrograms/dose inhaler","luforbec 100micrograms/dose / 6micrograms/dose inhaler","AMP","12911011000001100","R03AK08","pressurised inhalation","inhalation","beclometasone dipropionate/ formoterol fumarate dihydrate","100.000microgram/1.000dose + 6.000microgram/1.000dose","laba-ics","Luforbec 100micrograms/dose / 6micrograms/dose inhaler (Lupin Healthcare (UK) Ltd)"
"11899741000033117","33679711000001103","0302000N0BHAAAZ","aerivio spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler (teva uk ltd)","aerivio spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler (teva uk ltd)","aerivio spiromax 50microg / 500microg/dose dry pdr inh","aerivio spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler","AMP","38897411000001103","R03AK06","inhalation powder","inhalation","fluticasone propionate/ salmeterol xinafoate","500.000microgram/1.000dose + 50.000microgram/1.000dose","laba-ics","Aerivio Spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler (Teva UK Ltd)"
"13815441000033115","39567611000001104","0302000N0BNABAY","fixkoh airmaster 50micrograms/dose / 250micrograms/dose dry powder inhaler (thornton & ross ltd)","fixkoh airmaster 50micrograms/dose / 250micrograms/dose dry powder inhaler (thornton & ross ltd)","fixkoh airmaster 50microg/dose / 250microg/dose dry pdr inh","fixkoh airmaster 50micrograms/dose / 250micrograms/dose dry powder inhaler","AMP","38897511000001104","R03AK06","inhalation powder","inhalation","fluticasone propionate/ salmeterol xinafoate","250.000microgram/1.000dose + 50.000microgram/1.000dose","laba-ics","Fixkoh Airmaster 50micrograms/dose / 250micrograms/dose dry powder inhaler (Thornton & Ross Ltd)"
"13815341000033114","39567811000001100","0302000N0BNACAX","fixkoh airmaster 50micrograms/dose / 100micrograms/dose dry powder inhaler (thornton & ross ltd)","fixkoh airmaster 50micrograms/dose / 100micrograms/dose dry powder inhaler (thornton & ross ltd)","fixkoh airmaster 50microg/dose / 100microg/dose dry pdr inh","fixkoh airmaster 50micrograms/dose / 100micrograms/dose dry powder inhaler","AMP","38897611000001100","R03AK06","inhalation powder","inhalation","fluticasone propionate/ salmeterol xinafoate","100.000microgram/1.000dose + 50.000microgram/1.000dose","laba-ics","Fixkoh Airmaster 50micrograms/dose / 100micrograms/dose dry powder inhaler (Thornton & Ross Ltd)"
"13933641000033117","40034211000001104","0302000N0BPAABE","avenor 25micrograms/dose / 50micrograms/dose inhaler (zentiva pharma uk ltd)","avenor 25micrograms/dose / 50micrograms/dose inhaler (zentiva pharma uk ltd)","avenor 25micrograms/dose / 50micrograms/dose inhaler","avenor 25micrograms/dose / 50micrograms/dose inhaler","AMP","39111011000001108","R03AK06","pressurised inhalation","inhalation","fluticasone propionate/ salmeterol xinafoate","50.000microgram/1.000dose + 25.000microgram/1.000dose","laba-ics","Avenor 25micrograms/dose / 50micrograms/dose inhaler (Zentiva Pharma UK Ltd)"
"13743941000033118","39105811000001102","0302000K0BDAEBC","symbicort 100micrograms/dose / 3micrograms/dose pressurised inhaler (astrazeneca uk ltd)","symbicort 100micrograms/dose / 3micrograms/dose pressurised inhaler (astrazeneca uk ltd)","symbicort 100microg/dose / 3microg/dose pressurised inh","symbicort 100micrograms/dose / 3micrograms/dose pressurised inhaler","AMP","39133611000001108","R03AK07","pressurised inhalation","inhalation","budesonide/ formoterol fumarate dihydrate","100.000microgram/1.000dose + 3.000microgram/1.000dose","laba-ics","Symbicort 100micrograms/dose / 3micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)"
"13743741000033116","39133611000001108","0302000K0AABCBC","budesonide 100micrograms/dose / formoterol 3micrograms/dose inhaler cfc free","budesonide 100micrograms/dose / formoterol 3micrograms/dose inhaler cfc free","budesonide 100microg / formoterol 3microg/dose inh cfc free","budesonide 100micrograms/dose / formoterol 3micrograms/dose inhaler cfc free","VMP","39133611000001108","R03AK07","pressurised inhalation","inhalation","budesonide/ formoterol fumarate dihydrate","100.000microgram/1.000dose + 3.000microgram/1.000dose","laba-ics","Budesonide 100micrograms/dose / Formoterol 3micrograms/dose inhaler CFC free"
"37241000033112","196111000001109","0501013B0BDABAJ","almodan 125mg/5ml syrup (teva uk ltd)","almodan 125mg/5ml syrup (teva uk ltd)","almodan 125mg/5ml syrup","almodan 125mg/5ml syrup","AMP","323732002","J01CA04","oral suspension","oral","amoxicillin trihydrate","25.000mg/1.000ml","abx","Almodan 125mg/5ml syrup (Teva UK Ltd)"
"460341000033118","793311000001106","0501021A0BBABAB","distaclor 125mg/5ml oral suspension (flynn pharma ltd)","distaclor 125mg/5ml oral suspension (flynn pharma ltd)","distaclor 125mg/5ml oral suspension","distaclor 125mg/5ml oral suspension","AMP","323792004","J01DC04","oral suspension","oral","cefaclor monohydrate","25.000mg/1.000ml","abx","Distaclor 125mg/5ml oral suspension (Flynn Pharma Ltd)"
"460441000033112","602211000001101","0501021A0BBACAC","distaclor 250mg/5ml oral suspension (flynn pharma ltd)","distaclor 250mg/5ml oral suspension (flynn pharma ltd)","distaclor 250mg/5ml oral suspension","distaclor 250mg/5ml oral suspension","AMP","323793009","J01DC04","oral suspension","oral","cefaclor monohydrate","50.000mg/1.000ml","abx","Distaclor 250mg/5ml oral suspension (Flynn Pharma Ltd)"
"802741000033110","691711000001103","0501021L0BCAEAC","keflex 125mg/5ml oral suspension (flynn pharma ltd)","keflex 125mg/5ml oral suspension (flynn pharma ltd)","keflex 125mg/5ml oral suspension","keflex 125mg/5ml oral suspension","AMP","323887008","J01DB01","oral suspension","oral","cefalexin","25.000mg/1.000ml","abx","Keflex 125mg/5ml oral suspension (Flynn Pharma Ltd)"
"232341000033112","96011000001104","0501021L0BBAHAC","ceporex 125mg/5ml syrup (strides pharma uk ltd)","ceporex 125mg/5ml syrup (strides pharma uk ltd)","ceporex 125mg/5ml syrup","ceporex 125mg/5ml syrup","AMP","323887008","J01DB01","oral suspension","oral","cefalexin","25.000mg/1.000ml","abx","Ceporex 125mg/5ml syrup (Strides Pharma UK Ltd)"
"802841000033117","757911000001105","0501021L0BCAFAD","keflex 250mg/5ml oral suspension (flynn pharma ltd)","keflex 250mg/5ml oral suspension (flynn pharma ltd)","keflex 250mg/5ml oral suspension","keflex 250mg/5ml oral suspension","AMP","323888003","J01DB01","oral suspension","oral","cefalexin","50.000mg/1.000ml","abx","Keflex 250mg/5ml oral suspension (Flynn Pharma Ltd)"
"232441000033118","875311000001101","0501021L0BBAIAD","ceporex 250mg/5ml syrup (strides pharma uk ltd)","ceporex 250mg/5ml syrup (strides pharma uk ltd)","ceporex 250mg/5ml syrup","ceporex 250mg/5ml syrup","AMP","323888003","J01DB01","oral suspension","oral","cefalexin","50.000mg/1.000ml","abx","Ceporex 250mg/5ml syrup (Strides Pharma UK Ltd)"
"967441000033110","435511000001103","0501021M0BCAAAA","nicef 250mg capsules (strides pharma uk ltd)","nicef 250mg capsules (strides pharma uk ltd)","nicef 250mg capsules","nicef 250mg capsules","AMP","323944009","J01DB09","capsule","oral","cefradine","250.000mg","abx","Nicef 250mg capsules (Strides Pharma UK Ltd)"
"1506041000033114","705811000001100","0501021M0BBAAAA","velosef 250mg capsules (bristol-myers squibb pharmaceuticals ltd)","velosef 250mg capsules (bristol-myers squibb pharmaceuticals ltd)","velosef 250mg capsules","velosef 250mg capsules","AMP","323944009","J01DB09","capsule","oral","cefradine","250.000mg","abx","Velosef 250mg capsules (Bristol-Myers Squibb Pharmaceuticals Ltd)"
"967541000033111","769211000001104","0501021M0BCABAB","nicef 500mg capsules (strides pharma uk ltd)","nicef 500mg capsules (strides pharma uk ltd)","nicef 500mg capsules","nicef 500mg capsules","AMP","323945005","J01DB09","capsule","oral","cefradine","500.000mg","abx","Nicef 500mg capsules (Strides Pharma UK Ltd)"
"1506141000033113","8911000001102","0501021M0BBABAB","velosef 500mg capsules (bristol-myers squibb pharmaceuticals ltd)","velosef 500mg capsules (bristol-myers squibb pharmaceuticals ltd)","velosef 500mg capsules","velosef 500mg capsules","AMP","323945005","J01DB09","capsule","oral","cefradine","500.000mg","abx","Velosef 500mg capsules (Bristol-Myers Squibb Pharmaceuticals Ltd)"
"1398741000033113","511411000001101","0501021C0BBAAAA","suprax 200mg tablets (sanofi)","suprax 200mg tablets (sanofi)","suprax 200mg tablets","suprax 200mg tablets","AMP","323973007","J01DD08","tablet","oral","cefixime","200.000mg","abx","Suprax 200mg tablets (Sanofi)"
"415841000033119","2852111000001109","0501030I0BHAAAB","demix 100 capsules (ashbourne pharmaceuticals ltd)","demix 100 capsules (ashbourne pharmaceuticals ltd)","demix 100 capsules","demix 100 capsules","AMP","324059006","J01AA02","capsule","oral","doxycycline hyclate","100.000mg","abx","Demix 100 capsules (Ashbourne Pharmaceuticals Ltd)"
"2104341000033112","2853411000001108","0501030I0BCAAAB","doxylar 100mg capsules (sandoz ltd)","doxylar 100mg capsules (sandoz ltd)","doxylar 100mg capsules","doxylar 100mg capsules","AMP","324059006","J01AA02","capsule","oral","doxycycline hyclate","100.000mg","abx","Doxylar 100mg capsules (Sandoz Ltd)"
"2193041000033114","2853611000001106","0501030I0BLAAAB","vibrox 100mg capsules (kent pharma (uk) ltd)","vibrox 100mg capsules (kent pharma (uk) ltd)","vibrox 100mg capsules","vibrox 100mg capsules","AMP","324059006","J01AA02","capsule","oral","doxycycline hyclate","100.000mg","abx","Vibrox 100mg capsules (Kent Pharma (UK) Ltd)"
"1514941000033119","2854011000001102","0501030I0BEABAB","vibramycin 100mg capsules (pfizer ltd)","vibramycin 100mg capsules (pfizer ltd)","vibramycin 100mg capsules","vibramycin 100mg capsules","AMP","324059006","J01AA02","capsule","oral","doxycycline hyclate","100.000mg","abx","Vibramycin 100mg capsules (Pfizer Ltd)"
"415941000033110","2848211000001104","0501030I0BHABAA","demix 50 capsules (ashbourne pharmaceuticals ltd)","demix 50 capsules (ashbourne pharmaceuticals ltd)","demix 50 capsules","demix 50 capsules","AMP","324070004","J01AA02","capsule","oral","doxycycline hyclate","50.000mg","abx","Demix 50 capsules (Ashbourne Pharmaceuticals Ltd)"
"2104241000033119","2849311000001101","0501030I0BCABAA","doxylar 50mg capsules (sandoz ltd)","doxylar 50mg capsules (sandoz ltd)","doxylar 50mg capsules","doxylar 50mg capsules","AMP","324070004","J01AA02","capsule","oral","doxycycline hyclate","50.000mg","abx","Doxylar 50mg capsules (Sandoz Ltd)"
"1515041000033119","2849511000001107","0501030I0BEAAAA","vibramycin 50 capsules (pfizer ltd)","vibramycin 50 capsules (pfizer ltd)","vibramycin 50 capsules","vibramycin 50 capsules","AMP","324070004","J01AA02","capsule","oral","doxycycline hyclate","50.000mg","abx","Vibramycin 50 capsules (Pfizer Ltd)"
"1705841000033113","2849711000001102","0501030I0BEAEAA","vibramycin acne pack 50mg capsules (pfizer ltd)","vibramycin acne pack 50mg capsules (pfizer ltd)","vibramycin acne pack 50mg capsules","vibramycin acne pack 50mg capsules","AMP","324070004","J01AA02","capsule","oral","doxycycline hyclate","50.000mg","abx","Vibramycin Acne Pack 50mg capsules (Pfizer Ltd)"
"1183741000033110","235411000001103","0501050C0BIAAAB","rommix 250 ec tablets (ashbourne pharmaceuticals ltd)","rommix 250 ec tablets (ashbourne pharmaceuticals ltd)","rommix 250 ec tablets","rommix 250 ec tablets","AMP","324178009","J01FA01","gastro-resistant tablet","oral","erythromycin","250.000mg","abx","Rommix 250 EC tablets (Ashbourne Pharmaceuticals Ltd)"
"539541000033115","274611000001103","0501050N0BBAAAA","erythrocin 250 tablets (advanz pharma)","erythrocin 250 tablets (advanz pharma)","erythrocin 250 tablets","erythrocin 250 tablets","AMP","324180003","J01FA01","tablet","oral","erythromycin stearate","250.000mg","abx","Erythrocin 250 tablets (Advanz Pharma)"
"539641000033119","30611000001101","0501050N0BBABAB","erythrocin 500 tablets (advanz pharma)","erythrocin 500 tablets (advanz pharma)","erythrocin 500 tablets","erythrocin 500 tablets","AMP","324181004","J01FA01","tablet","oral","erythromycin stearate","500.000mg","abx","Erythrocin 500 tablets (Advanz Pharma)"
