"cat","medcodeid","aurumterm","disease_num","score","term"
"Peptic ulcer disease","494304013","chronic gastrojejunal ulcer with haemorrhage and perforation",8,0,"Chronic gastrojejunal ulcer with haemorrhage AND perforation"
"Peptic ulcer disease","1235462014","bleeding chronic duodenal ulcer",8,0,"Bleeding chronic duodenal ulcer"
"Peptic ulcer disease","495535010","perforated chronic duodenal ulcer",8,0,"Perforated chronic duodenal ulcer"
"Peptic ulcer disease","302608018","unspecified gastrojejunal ulcer with perforation",8,0,"Unspecified gastrojejunal ulcer with perforation"
"Peptic ulcer disease","302534015","unspecified duodenal ulcer with haemorrhage",8,0,"Duodenal ulcer with haemorrhage"
"Peptic ulcer disease","302576011","peptic ulcer nos",8,0,"Peptic ulcer NOS"
"Peptic ulcer disease","302495019","unspecified gastric ulcer nos",8,0,"Unspecified gastric ulcer NOS"
"Peptic ulcer disease","206557013","chronic peptic ulcer",8,0,"Chronic peptic ulcer"
"Peptic ulcer disease","302554019","acute peptic ulcer unspecified",8,0,"Acute peptic ulcer unspecified"
"Peptic ulcer disease","498977018","chronic peptic ulcer with haemorrhage and perforation",8,0,"Chronic peptic ulcer with haemorrhage AND perforation"
"Peptic ulcer disease","81311000006115","unspec gastric ulcer; unspec haemorrhage and/or perforation",8,0,"Gastric ulcer with haemorrhage AND perforation"
"Peptic ulcer disease","110704012","acute gastrojejunal ulcer with perforation",8,0,"Acute gastrojejunal ulcer with perforation"
"Peptic ulcer disease","502691000006110","balfour excision of gastric ulcer",8,0,"Balfour excision of gastric ulcer"
"Peptic ulcer disease","302532016","unspecified duodenal ulcer without mention of complication",8,0,"Unspecified duodenal ulcer without mention of complication"
"Peptic ulcer disease","302531011","unspecified duodenal ulcer",8,0,"Unspecified duodenal ulcer"
"Peptic ulcer disease","302571018","unspecified peptic ulcer with haemorrhage and perforation",8,0,"Unspecified peptic ulcer with haemorrhage and perforation"
"Peptic ulcer disease","302614013","unspecified gastrojejunal ulcer nos",8,0,"Unspecified gastrojejunal ulcer NOS"
"Peptic ulcer disease","396346019","peptic ulcer - (pu) site unspecified",8,0,"Peptic ulcer"
"Peptic ulcer disease","27285014","stomal ulcer",8,0,"Stomal ulcer"
"Peptic ulcer disease","269308015","stomach ulcer operations",8,0,"Stomach ulcer operations"
"Peptic ulcer disease","76511000006111","unspecified gastrojejunal ulcer without mention complication",8,0,NA
"Peptic ulcer disease","302592018","acute gastrojejunal ulcer with obstruction",8,0,"Acute gastrojejunal ulcer with obstruction"
"Peripheral vascular disease","300438011","ruptured thoracic aortic aneurysm",9,0,"Ruptured thoracic aortic aneurysm"
"Peripheral vascular disease","530841000006111","bypass popliteal artery by pop/tib a anast c vein graft nec",9,0,"Bypass popliteal artery by pop/tib a anast c vein graft NEC"
"Peripheral vascular disease","742481000006118","ischaemia of legs",9,0,"Ischaemic leg"
"Peripheral vascular disease","639751000006117","emerg replace aneurysm fem art by fem/pop anast c vein graft",9,0,"Emergency replacement of aneurysmal femoral artery by anastomosis of femoral artery to popliteal artery using vein graft"
"Peripheral vascular disease","173441000006111","replace aneurysm abdominal aorta by anast aorta to aorta nec",9,0,"Replace aneurysm abdominal aorta by anast aorta to aorta NEC"
"Peripheral vascular disease","411214011","open embolectomy of common iliac artery",9,0,"Open embolectomy of common iliac artery"
"Peripheral vascular disease","271867017","other specified other bypass of iliac artery",9,0,"Other specified other bypass of iliac artery"
"Peripheral vascular disease","218531000000113","aortic atherosclerosis",9,0,"Atherosclerosis of aorta"
"Peripheral vascular disease","455424010","ruptured popliteal artery aneurysm",9,0,"Ruptured popliteal artery aneurysm"
"Peripheral vascular disease","46601000006110","operation on aneurysm visceral branch of abdominal aorta nec",9,0,"Operation on aneurysm visceral branch of abdominal aorta NEC"
"Peripheral vascular disease","271900018","percutaneous transluminal angioplasty of iliac artery",9,0,"Percutaneous transluminal angioplasty of iliac artery"
"Peripheral vascular disease","394339014","other bypass of femoral artery or popliteal artery",9,0,"Arterial bypass of lower limb artery"
"Peripheral vascular disease","271546012","percutaneous transluminal angioplasty of carotid artery",9,0,"Percutaneous transluminal angioplasty of carotid artery"
"Peripheral vascular disease","1701721000006112","endovascular ins stent for aortic dissection in any position",9,0,"Endovascular ins stent for aortic dissection in any position"
"Peripheral vascular disease","639551000006114","emerg bypass pop art by pop/pop art anast c vein graft nec",9,0,"Emerg bypass pop art by pop/pop art anast c vein graft NEC"
"Peripheral vascular disease","271489013","revision of prosthesis of bifurcation of aorta",9,0,"Revision of prosthesis of bifurcation of aorta"
"Peripheral vascular disease","639651000006110","emerg repl aneurysm bifurc aorta by anast aorta to iliac a",9,0,"Emergency replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to iliac artery"
"Peripheral vascular disease","349693019","tube graft of abdominal aortic aneurysm",9,0,"Tube graft of Abdominal aortic aneurysm"
"Peripheral vascular disease","271479014","other bypass of segment of aorta",9,0,"Other bypass of segment of aorta"
"Peripheral vascular disease","375462013","claudication distance",9,0,"Claudication distance"
"Peripheral vascular disease","1701691000006119","endovascul insert stent infrarenal abdominal aortic aneurysm",9,0,"Endovascular insertion of stent for infrarenal abdominal aortic aneurysm"
"Peripheral vascular disease","111949011","aortic aneurysm",9,0,"Aortic aneurysm"
"Peripheral vascular disease","300453015","aneurysm of brachial artery",9,0,"Aneurysm of brachial artery"
"Peripheral vascular disease","94463015","percutaneous transluminal angioplasty of renal artery",9,0,"Percutaneous angioplasty of renal artery"
"Peripheral vascular disease","299790012","aneurysm of heart nos",9,0,"Aneurysm of heart NOS"
"Peripheral vascular disease","300468019","aneurysm of anterior tibial artery",9,0,"Aneurysm of anterior tibial artery"
"Peripheral vascular disease","5263018","congenital cerebral arteriovenous aneurysm",9,0,"Congenital cerebral arteriovenous aneurysm"
"Peripheral vascular disease","300541017","embolism and thrombosis of the anterior tibial artery",9,0,"Embolism and thrombosis of the anterior tibial artery"
"Peripheral vascular disease","640181000006118","emergency replacement of aneurysmal femoral/popliteal artery",9,0,"Emergency replacement of aneurysmal femoral or popliteal artery"
"Peripheral vascular disease","87208017","thromboangiitis obliterans",9,0,"Thromboangiitis obliterans"
"Peripheral vascular disease","173541000006112","replace aneurysm fem artery by fem/fem art anastomosis nec",9,0,"Replace aneurysm fem artery by fem/fem art anastomosis NEC"
"Peripheral vascular disease","1548681000006117","perc trans stent assisted coil embolisation single aneurysm",9,0,"Percutaneous transluminal stent assisted coil embolisation of aneurysm"
"Peripheral vascular disease","300445011","ruptured aortic aneurysm nos",9,0,"Ruptured aortic aneurysm"
"Peripheral vascular disease","1548721000006112","percutaneous translumin liquid polymer embolisation aneurysm",9,0,"Percutaneous transluminal embolisation of aneurysm using liquid polymer"
"Peripheral vascular disease","488221000000111","endovascular stenting for aortic aneurysm of bifurcation nec",9,0,"Abdominal aortic aneurysm stenting"
"Peripheral vascular disease","300484018","other aneurysm nos",9,0,"Other aneurysm NOS"
"Peripheral vascular disease","271699014","operation on aneurysm of renal artery",9,0,"Operation on aneurysm of renal artery"
"Peripheral vascular disease","41282012","aneurysm of internal carotid artery",9,0,"Aneurysm of internal carotid artery"
"Peripheral vascular disease","639471000006115","emerg bypass iliac art by iliac/femoral art anastomosis nec",9,0,"Emerg bypass iliac art by iliac/femoral art anastomosis NEC"
"Peripheral vascular disease","458503018","juxtarenal aortic aneurysm",9,0,"Juxtarenal aortic aneurysm"
"Peripheral vascular disease","349652010","reconstruction of common iliac artery",9,0,"Reconstruction of common iliac artery"
"Peripheral vascular disease","377741000000112","transluminal coil embolisation of aneurysm nos",9,0,"Transluminal coil embolisation of aneurysm NOS"
"Peripheral vascular disease","410969012","other replacement of aneurysmal superficial femoral artery",9,0,"Other replacement of aneurysmal superficial femoral artery"
"Peripheral vascular disease","1715241000006112","vascular claudication",9,0,"Vascular claudication"
"Peripheral vascular disease","1587741000006114","endovas ins stent graft for infrarenal abdom aortic aneurysm",9,0,"Repair of aorto-uniiliac aneurysm with insertion of endovascular stent graft"
"Peripheral vascular disease","300550015","peripheral arterial embolism and thrombosis nos",9,0,"Peripheral arterial embolism and thrombosis NOS"
"Peripheral vascular disease","28728012","congenital aneurysm of aorta",9,0,"Congenital aneurysm of aorta"
"Peripheral vascular disease","1476248016","percutaneous coil embolisation of cerebral artery aneurysm",9,0,"Percutaneous coil embolisation of cerebral artery aneurysm"
"Peripheral vascular disease","271486018","other bypass of segment of aorta nos",9,0,"Other bypass of segment of aorta NOS"
"Peripheral vascular disease","271891014","operation on aneurysm of iliac artery nec",9,0,"Operation on aneurysm of iliac artery NEC"
"Peripheral vascular disease","410967014","repair of common iliac artery nec",9,0,"Repair of common iliac artery"
"Peripheral vascular disease","410966017","other open operations on common iliac artery",9,0,"Other open operations on common iliac artery"
"Peripheral vascular disease","36061000006118","other bypass of femoral artery or popliteal artery os",9,0,"Other bypass of femoral artery or popliteal artery OS"
"Peripheral vascular disease","271509013","open embolectomy of bifurcation of aorta",9,0,"Open embolectomy of bifurcation of aorta"
"Peripheral vascular disease","530191000006112","bypass iliac artery by femoral/femoral art anastomosis nec",9,0,"Bypass iliac artery by femoral/femoral art anastomosis NEC"
"Peripheral vascular disease","272020017","reconstruction of popliteal artery with vein graft",9,0,"Reconstruction of popliteal artery with vein graft"
"Peripheral vascular disease","300449017","leaking abdominal aortic aneurysm",9,0,"Leaking abdominal aortic aneurysm"
"Peripheral vascular disease","272036015","ligation of aneurysm of popliteal artery",9,0,"Ligation of aneurysm of popliteal artery"
"Peripheral vascular disease","300460014","aneurysm of common iliac artery",9,0,"Aneurysm of common iliac artery"
"Peripheral vascular disease","349669012","other emergency bypass of popliteal artery",9,0,"Other emergency bypass of popliteal artery"
"Peripheral vascular disease","271843013","replacement of aneurysmal iliac artery nos",9,0,"Replacement of aneurysmal iliac artery NOS"
"Peripheral vascular disease","410968016","transluminal operations on common iliac artery",9,0,"Transluminal operations on common iliac artery"
"Peripheral vascular disease","239401000006112","percutaneous transluminal angioplasty inf mesenteric art nec",9,0,"Percutaneous transluminal angioplasty inf mesenteric art NEC"
"Peripheral vascular disease","1548701000006119","transluminal stent assisted coil embolisation aneurysm nos",9,0,"Transluminal stent assisted coil embolisation aneurysm NOS"
"Peripheral vascular disease","2231911000000110","peripheral vascular disease monitoring third letter",9,0,"Peripheral vascular disease monitoring third letter"
"Peripheral vascular disease","400813013","other peripheral vascular system anomalies",9,0,"Other peripheral vascular system anomalies"
"Peripheral vascular disease","271777012","operation on aneurysm of superior mesenteric artery nec",9,0,"Operation on aneurysm of superior mesenteric artery NEC"
"Peripheral vascular disease","357881000000111","endovascular stenting of thoracic aortic aneurysm",9,0,"Repair of thoracic aortic aneurysm with insertion of endovascular stent"
"Peripheral vascular disease","239491000006117","percutaneous transluminal angioplasty of popliteal artery",9,0,"Percutaneous angioplasty of popliteal artery"
"Peripheral vascular disease","1235117015","percutaneous transluminal angioplasty of vertebral artery",9,0,"Percutaneous transluminal angioplasty of vertebral artery"
"Peripheral vascular disease","239441000006114","percutaneous transluminal angioplasty of brachial artery",9,0,"Percutaneous transluminal angioplasty of brachial artery"
"Peripheral vascular disease","300533017","embolism and thrombosis of the thoracic aorta",9,0,"Embolism and thrombosis of the thoracic aorta"
"Peripheral vascular disease","239511000006111","percutaneous transluminal angioplasty of subclavian artery",9,0,"Percutaneous transluminal angioplasty of subclavian artery"
"Peripheral vascular disease","300607015","arterial insufficiency",9,0,"Arterial insufficiency"
"Peripheral vascular disease","300968014","[x]aneurysm of aorta in diseases classified elsewhere",9,0,"[X]Aneurysm of aorta in diseases classified elsewhere"
"Peripheral vascular disease","271642018","operation on aneurysm of brachial artery",9,0,"Operation on aneurysm of brachial artery"
"Peripheral vascular disease","741131000000114","peripheral vascular disease monitoring first letter",9,0,"Peripheral vascular disease monitoring first letter"
"Peripheral vascular disease","271615019","reconstruction of subclavian artery with vein graft",9,0,"Reconstruction of subclavian artery with vein graft"
"Peripheral vascular disease","317349013","[d]gangrene nos",9,0,"Gangrene"
"Peripheral vascular disease","357893018","mixed venous and arterial leg ulcer",9,0,"Mixed venous and arterial leg ulcer"
"Peripheral vascular disease","173641000006113","replace aneurysm popliteal artery by pop/fem anastomosis nec",9,0,"Replace aneurysm popliteal artery by pop/fem anastomosis NEC"
"Peripheral vascular disease","1548661000006110","perc translumin stent assis coil embolis three more aneurysm",9,0,"Perc translumin stent assis coil embolis three more aneurysm"
"Peripheral vascular disease","24379014","ruptured abdominal aortic aneurysm",9,0,"Ruptured abdominal aortic aneurysm"
"Peripheral vascular disease","639791000006111","emerg replace aneurysm iliac art by iliac/femoral art anast",9,0,"Emergency replacement of aneurysmal iliac artery by anastomosis of iliac artery to femoral artery"
"Peripheral vascular disease","300963017","[x]other specified peripheral vascular diseases",9,0,"[X]Other specified peripheral vascular diseases"
"Peripheral vascular disease","1548641000006111","transluminal balloon assisted coil embolisation aneurysm nos",9,0,"Transluminal balloon assisted coil embolisation aneurysm NOS"
"Peripheral vascular disease","350533013","peripheral ischaemia",9,0,"Peripheral ischaemia"
"Peripheral vascular disease","300960019","[x]aortic aneurysm of unspecified site, ruptured",9,0,"[X]Aortic aneurysm of unspecified site, ruptured"
"Peripheral vascular disease","745471000000118","endovascular insertion of stent for thoracic aortic aneurysm",9,0,"Endovascular insertion of stent for thoracic aortic aneurysm"
"Peripheral vascular disease","349689013","y graft of abdominal aortic aneurysm (emergency)",9,0,"Y graft of abdominal aortic aneurysm - emergency"
"Peripheral vascular disease","530201000006110","bypass iliac artery by iliac/femoral artery anastomosis nec",9,0,"Bypass of iliac artery by anastomosis of iliac artery to femoral artery"
"Peripheral vascular disease","377901000000111","other specified other transluminal embolisation of aneurysm",9,0,"Other specified other transluminal embolisation of aneurysm"
"Peripheral vascular disease","300508015","gangrene of thumb",9,0,"Gangrene of thumb"
"Peripheral vascular disease","377701000000114","other specified transluminal coil embolisation of aneurysm",9,0,"Other specified transluminal coil embolisation of aneurysm"
"Peripheral vascular disease","410960011","y graft abdominal aortic aneurysm",9,0,"Y graft abdominal Aortic aneurysm"
"Peripheral vascular disease","456363010","percutaneous transluminal angioplasty of vascular graft",9,0,"Percutaneous transluminal angioplasty of vascular graft"
"Peripheral vascular disease","639371000006111","emerg bypass bifurc aorta by anast aorta to femoral artery",9,0,"Emergency bypass of bifurcation of aorta by anastomosis of aorta to femoral artery"
"Peripheral vascular disease","1767701000006110","bypass aorta anastomosis axillary artery bi femoral arteries",9,0,"Bypass of aorta by anastomosis of axillary artery to bilateral femoral arteries"
"Peripheral vascular disease","356341000000113","transluminal operations on aneurysmal segment of aorta",9,0,"Transluminal operations on aneurysmal segment of aorta"
"Peripheral vascular disease","271542014","operation on aneurysm of carotid artery",9,0,"Operation on aneurysm of carotid artery"
"Peripheral vascular disease","384321000000116","transluminal operations on aneurysmal segment of aorta nos",9,0,"Transluminal operations on aneurysmal segment of aorta NOS"
"Peripheral vascular disease","394337011","other replacement of aneurysmal femoral artery",9,0,"Other replacement of aneurysmal femoral artery"
"Peripheral vascular disease","750511000000117","endovascular insertion of stent for aorto-uniiliac aneurysm",9,0,"Endovascular insertion of stent for aorto-uniiliac aneurysm"
"Peripheral vascular disease","300503012","thromboangiitis obliterans nos",9,0,"Thromboangiitis obliterans NOS"
"Peripheral vascular disease","300477014","aneurysm of leg artery nos",9,0,"Aneurysm of leg artery NOS"
"Peripheral vascular disease","349667014","other emergency bypass of femoral artery",9,0,"Other emergency bypass of femoral artery"
"Peripheral vascular disease","271471012","other emergency bypass of segment of aorta",9,0,"Other emergency bypass of segment of aorta"
"Peripheral vascular disease","300563014","embolism and thrombosis of other arteries nos",9,0,"Embolism and thrombosis of other arteries NOS"
"Peripheral vascular disease","17401000006117","other replacement of aneurysmal segment of aorta os",9,0,"Other replacement of aneurysmal segment of aorta OS"
"Peripheral vascular disease","410965018","endarterectomy of common iliac artery nec",9,0,"Endarterectomy of common iliac artery"
"Peripheral vascular disease","173651000006110","replace aneurysm thoracic aorta by anast of aorta/aorta nec",9,0,"Replace aneurysm thoracic aorta by anast of aorta/aorta NEC"
"Peripheral vascular disease","394307019","other replacement of aneurysmal segment of aorta",9,0,"Other replacement of aneurysmal segment of aorta"
"Peripheral vascular disease","271778019","operation on aneurysm of inferior mesenteric artery nec",9,0,NA
"Peripheral vascular disease","639901000006118","emerg replace aneurysm thor aorta by anastom aorta to aorta",9,0,"Emergency replacement of aneurysmal segment of thoracic aorta by anastomosis of aorta to aorta"
"Peripheral vascular disease","639491000006119","emerg bypass iliac artery by femoral/femoral art anast nec",9,0,"Emerg bypass iliac artery by femoral/femoral art anast NEC"
"Peripheral vascular disease","271446014","emergency replacement of aneurysmal segment of aorta",9,0,"Emergency replacement of aneurysmal segment of aorta"
"Peripheral vascular disease","640141000006112","emergency replacement aneurysmal femoral/popliteal artery os",9,0,"Emergency replacement aneurysmal femoral/popliteal artery OS"
"Peripheral vascular disease","300564015","arterial embolism and thrombosis nos",9,0,"Arterial embolism and thrombosis NOS"
"Peripheral vascular disease","300558010","embolism and thrombosis of the splenic artery",9,0,"Embolism and thrombosis of the splenic artery"
"Peripheral vascular disease","173461000006110","replace aneurysm bifurc aorta by anast aorta to femoral art",9,0,"Replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to femoral artery"
"Peripheral vascular disease","639641000006113","emerg repl aneurysm bifurc aorta by anast aorta to fem art",9,0,"Emergency replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to femoral artery"
"Peripheral vascular disease","173691000006116","replacement of aneurysmal bifurcation of aorta",9,0,"Replacement of aneurysmal bifurcation of aorta"
"Peripheral vascular disease","1587761000006113","endov insertion of stent graft for thoracic aortic aneurysm",9,0,"Repair of thoracic aortic aneurysm with insertion of endovascular stent graft"
"Peripheral vascular disease","491481000006111","arteriography of common iliac artery",9,0,"Arteriography of common iliac artery"
"Peripheral vascular disease","491241000006118","arterial embolism and thrombosis",9,0,"Arterial embolism and thrombosis"
"Peripheral vascular disease","300556014","embolism and thrombosis of the iliac artery unspecified",9,0,"Embolism and thrombosis of the iliac artery unspecified"
"Peripheral vascular disease","239541000006110","percutaneous transluminal angioplasty sup mesenteric art nec",9,0,"Percutaneous transluminal angioplasty sup mesenteric art NEC"
"Peripheral vascular disease","488231000000113","endovascular stenting for aorto-uniiliac aneurysm",9,0,"Endovascular stenting for aorto-uniiliac aneurysm"
"Peripheral vascular disease","272003016","other bypass of femoral artery or popliteal artery nos",9,0,"Other bypass of femoral artery or popliteal artery NOS"
"Peripheral vascular disease","1548161000006117","endovascular stenting infrarenal abdominal aortic aneurysm",9,0,"Repair of infrarenal abdominal aortic aneurysm with insertion of endovascular stent"
"Peripheral vascular disease","216721000006114","post radiological femoral false aneurysm",9,0,"Post radiological femoral false aneurysm"
"Peripheral vascular disease","1587791000006117","endovas insertion of stent graft for aorto-uniiliac aneurysm",9,0,"Endovas insertion of stent graft for aorto-uniiliac aneurysm"
"Peripheral vascular disease","300454014","aneurysm of radial artery",9,0,"Aneurysm of radial artery"
"Peripheral vascular disease","1701701000006119","endovascular insertion stent for suprarenal aortic aneurysm",9,0,"Endovascular insertion of stent for suprarenal aortic aneurysm"
"Peripheral vascular disease","45851000006116","operation on cerebral artery/ circle of willis aneurysm nos",9,0,"Operation on cerebral artery/ circle of Willis aneurysm NOS"
"Peripheral vascular disease","31351000006112","other emergency bypass of femoral or popliteal artery nos",9,0,"Other emergency bypass of femoral or popliteal artery NOS"
"Peripheral vascular disease","2536174018","dissecting aortic aneurysm",9,0,"Dissecting aortic aneurysm"
"Peripheral vascular disease","1587731000006116","translum insert stent graft for aneurysmal segment of aorta",9,0,"Transluminal insertion of stent graft for aneurysmal segment of aorta"
"Peripheral vascular disease","394323019","other bypass of iliac artery",9,0,"Iliac artery bypass"
"Peripheral vascular disease","639731000006112","emerg replace aneurysm asc aorta by anastom aorta to aorta",9,0,"Emergency replacement of aneurysmal segment of ascending aorta by anastomosis of aorta to aorta"
"Peripheral vascular disease","640151000006114","emergency replacement aneurysmal superficial femoral artery",9,0,"Emergency replacement of aneurysmal superficial femoral artery"
"Peripheral vascular disease","300539018","embolism and thrombosis of the femoral artery",9,0,"Embolism and thrombosis of the femoral artery"
"Peripheral vascular disease","2537052019","dna - did not attend peripheral vascular disease clinic",9,0,"DNA - Did not attend peripheral vascular disease clinic"
"Peripheral vascular disease","17351000006113","other replacement of aneurysmal femoral/popliteal artery nos",9,0,"Other replacement of aneurysmal femoral/popliteal artery NOS"
"Peripheral vascular disease","300448013","thoracoabdominal aortic aneurysm, without mention of rupture",9,0,"Thoracoabdominal aortic aneurysm"
"Peripheral vascular disease","60377018","aneurysm of renal artery",9,0,"Aneurysm of renal artery"
"Peripheral vascular disease","530091000006111","bypass common iliac artery by aorta/com iliac art anast nec",9,0,"Bypass common iliac artery by aorta/com iliac art anast NEC"
"Peripheral vascular disease","300504018","peripheral gangrene",9,0,"Peripheral gangrene"
"Peripheral vascular disease","300442014","aaa - abdominal aortic aneurysm without mention of rupture",9,0,"AAA - Abdominal aortic aneurysm without mention of rupture"
"Peripheral vascular disease","272052017","percutaneous transluminal angioplasty of femoral artery",9,0,"Percutaneous transluminal angioplasty of femoral artery"
"Peripheral vascular disease","530211000006113","bypass iliac artery by iliac/iliac artery anastomosis nec",9,0,"Bypass iliac artery by iliac/iliac artery anastomosis NEC"
"Peripheral vascular disease","271640014","operation on aneurysm of subclavian artery",9,0,"Operation on aneurysm of subclavian artery"
"Peripheral vascular disease","1816221000006113","dissection of artery",9,0,"Dissection of artery"
"Peripheral vascular disease","116959011","aneurysm of splenic artery",9,0,"Aneurysm of splenic artery"
"Peripheral vascular disease","235911000006116","peripheral vascular disease nos",9,0,"Peripheral vascular disease"
"Peripheral vascular disease","349671012","other emergency bypass of common femoral artery",9,0,"Other emergency bypass of common femoral artery"
"Peripheral vascular disease","317344015","[d]gangrene, spreading cutaneous",9,0,"[D]Gangrene, spreading cutaneous"
"Peripheral vascular disease","639881000006115","emerg replace aneurysm pop artery by pop/fem art anastomosis",9,0,"Emergency replacement of aneurysmal popliteal artery by anastomosis of popliteal artery to femoral artery"
"Peripheral vascular disease","639761000006115","emerg replace aneurysm fem art by fem/pop art anast c prosth",9,0,"Emergency replacement of aneurysmal femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis"
"Peripheral vascular disease","639911000006115","emerg replace aneurysmal iliac artery by fem/fem art anast",9,0,"Emergency replacement of aneurysmal iliac artery by anastomosis of femoral artery to femoral artery"
"Peripheral vascular disease","300509011","gangrene of hand",9,0,"Gangrene of hand"
"Peripheral vascular disease","300542012","embolism and thrombosis of the dorsalis pedis artery",9,0,"Embolism and thrombosis of the dorsalis pedis artery"
"Peripheral vascular disease","359231000000117","endovascular stenting of aorto-uniiliac aneurysm",9,0,"Endovascular stenting of aorto-uniiliac aneurysm"
"Peripheral vascular disease","1587811000006118","translum ins stent graft for aneurysmal segment of aorta nos",9,0,"Translum ins stent graft for aneurysmal segment of aorta NOS"
"Peripheral vascular disease","300557017","embolism and thrombosis of the subclavian artery",9,0,"Embolism and thrombosis of the subclavian artery"
"Peripheral vascular disease","272037012","operation on aneurysm of femoral artery nec",9,0,"Operation on aneurysm of femoral artery NEC"
"Peripheral vascular disease","300506016","gangrene of foot",9,0,"Gangrene of foot"
"Peripheral vascular disease","938561000006115","carotid artery atherosclerosis",9,0,"Carotid atherosclerosis"
"Peripheral vascular disease","1548531000006117","percutaneous transluminal coil embolisation aneurysm small",9,0,"Percutaneous transluminal coil embolisation of small aneurysm"
"Peripheral vascular disease","271868010","other bypass of iliac artery nos",9,0,"Other bypass of iliac artery NOS"
"Peripheral vascular disease","639561000006111","emerg bypass pop art by pop/tib art anast c vein graft nec",9,0,"Emerg bypass pop art by pop/tib art anast c vein graft NEC"
"Peripheral vascular disease","1795071000000116","aortic aneurysm monitoring",9,0,"Aortic aneurysm monitoring"
"Peripheral vascular disease","272107018","percutaneous transluminal angioplasty of artery nec",9,0,"Percutaneous balloon angioplasty of artery"
"Peripheral vascular disease","271518010","percutaneous transluminal angioplasty of aorta nec",9,0,"Percutaneous transluminal angioplasty of aorta NEC"
"Peripheral vascular disease","300543019","embolism and thrombosis of the posterior tibial artery",9,0,"Embolism and thrombosis of the posterior tibial artery"
"Peripheral vascular disease","300502019","presenile gangrene",9,0,"Presenile gangrene"
"Peripheral vascular disease","639461000006110","emerg bypass femoral artery by fem/fem art anastomosis nec",9,0,"Emerg bypass femoral artery by fem/fem art anastomosis NEC"
"Peripheral vascular disease","17361000006110","other replacement of aneurysmal femoral/popliteal artery os",9,0,"Other replacement of aneurysmal femoral/popliteal artery OS"
"Peripheral vascular disease","300562016","embolism and thrombosis of the hepatic artery",9,0,"Embolism and thrombosis of the hepatic artery"
"Peripheral vascular disease","639421000006116","emerg bypass femoral art by fem/pop a anast c vein graft nec",9,0,"Emerg bypass femoral art by fem/pop a anast c vein graft NEC"
"Peripheral vascular disease","271456013","emergency replacement of aneurysmal segment of aorta nos",9,0,"Emergency replacement of aneurysmal segment of aorta NOS"
"Peripheral vascular disease","300559019","embolism and thrombosis of the axillary artery",9,0,"Embolism and thrombosis of the axillary artery"
"Peripheral vascular disease","173551000006114","replace aneurysm iliac art by aorta/ext iliac art anast nec",9,0,"Replace aneurysm iliac art by aorta/ext iliac art anast NEC"
"Peripheral vascular disease","1816211000006117","dissection of other specified arteries",9,0,"Arterial dissection"
"Peripheral vascular disease","1230211012","renal artery atherosclerosis",9,0,"Renal artery atherosclerosis"
"Peripheral vascular disease","271511016","operation on aneurysm of aorta nec",9,0,"Operation on aneurysm of aorta NEC"
"Peripheral vascular disease","359191000000114","endovascular stenting of aortic dissection in any position",9,0,"Endovascular stenting of aortic dissection in any position"
"Peripheral vascular disease","640221000006110","emergency replacement of aneurysmal segment of aorta os",9,0,"Emergency replacement of aneurysmal segment of aorta OS"
"Peripheral vascular disease","444907010","aras - atherosclerotic renal artery stenosis",9,0,"ARAS - Atherosclerotic renal artery stenosis"
"Peripheral vascular disease","350535018","peripheral ischaemic vascular disease",9,0,"Peripheral ischaemic vascular disease"
"Peripheral vascular disease","300451018","other aneurysm",9,0,"Aneurysm"
"Peripheral vascular disease","300434013","extremity artery atheroma nos",9,0,"Extremity artery atheroma NOS"
"Peripheral vascular disease","2231891000000112","peripheral vascular disease monitoring second letter",9,0,"Peripheral vascular disease monitoring second letter"
"Peripheral vascular disease","271485019","other specified other bypass of segment of aorta",9,0,"Other specified other bypass of segment of aorta"
"Peripheral vascular disease","313563016","peripheral vascular system anomaly nos",9,0,"Peripheral vascular system anomaly NOS"
"Peripheral vascular disease","394338018","other emergency bypass of femoral artery or popliteal artery",9,0,"Other emergency bypass of femoral artery or popliteal artery"
"Peripheral vascular disease","639861000006113","emerg replace aneurysm pop art by pop/tib anast c vein graft",9,0,"Emergency replacement of aneurysmal popliteal artery by anastomosis of popliteal artery to tibial artery using vein graft"
"Peripheral vascular disease","300463011","aneurysm of external iliac artery",9,0,"Aneurysm of external iliac artery"
"Peripheral vascular disease","349717014","replacement of aneurysmal iliac artery by anastomosis",9,0,"Replacement of aneurysmal iliac artery by anastomosis"
"Peripheral vascular disease","530061000006115","bypass bifurc aorta by anastom aorta to femoral artery nec",9,0,"Bypass of bifurcation of aorta by anastomosis of aorta to femoral artery"
"Peripheral vascular disease","300961015","[x]aortic aneurysm of unspecified site, nonruptured",9,0,"[X]Aortic aneurysm of unspecified site, nonruptured"
"Peripheral vascular disease","271431019","other bypass of bifurcation of aorta",9,0,"Other bypass of bifurcation of aorta"
"Peripheral vascular disease","458504012","inflammatory abdominal aortic aneurysm",9,0,"Inflammatory abdominal aortic aneurysm"
"Peripheral vascular disease","300437018","thoracic aortic aneurysm which has ruptured",9,0,"Thoracic aortic aneurysm which has ruptured"
