"prodcodeid","productname","groups","dmdid","formulation","routeofadministration","drugsubstancename","substancestrength","bnfchapter","drugissues","termfromemis","term"
"1924941000033118","Erythromycin 250mg gastro-resistant tablets",13,"324178009","Gastro-resistant tablet","Oral","Erythromycin","250.000mg","5010500",5000000,"erythromycin 250mg gastro-resistant tablets","Erythromycin 250mg gastro-resistant tablets"
"94741000033118","Augmentin 250/62 SF oral suspension",13,"866111000001100","Oral suspension","Oral","Amoxicillin trihydrate/ Potassium clavulanate","50.000mg/1.000ml + 12.500mg/1.000ml","5010103",80000,"augmentin 250/62 sf oral suspension (glaxosmithkline uk ltd)","Augmentin 250/62 SF oral suspension (GlaxoSmithKline UK Ltd)"
"537141000033117","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",100000,"erythroped suspension 250 mg/5 ml","Erythroped Suspension 250 mg/5 ml"
"95141000033116","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",100000,"augmentin tablets","Augmentin Tablets"
"13178741000033115","Tiotropium bromide 2.5micrograms/dose inhalation solution cartridge CFC free",10,"37692711000001105"," Inhalation solution","Inhalation","Tiotropium bromide","2.500microgram/1.000dose","NULL",10000,"tiotropium bromide 2.5micrograms/dose inhalation solution cartridge cfc free","Tiotropium bromide 2.5micrograms/dose inhalation solution cartridge CFC free"
"88441000033117","Atrovent 40microgram Aerocaps with Aerohaler",4,"3238911000001106","Inhalation powder","Inhalation","Ipratropium bromide","40.000microgram","NULL",8000,"atrovent 40microgram aerocaps with aerohaler (boehringer ingelheim ltd)","Atrovent 40microgram Aerocaps with Aerohaler (Boehringer Ingelheim Ltd)"
"231541000033110","Cefadroxil 250mg/5ml oral suspension",13,"323812006","Oral suspension","Oral","Cefadroxil monohydrate","50.000mg/1.000ml","NULL",20000,"cefadroxil 250mg/5ml oral suspension","Cefadroxil 250mg/5ml oral suspension"
"8947141000033116","Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler",7,"23622011000001107","Inhalation powder","Inhalation","Fluticasone furoate/ Vilanterol","92.000microgram/1.000dose + 22.000microgram/1.000dose","3020000",800000,"relvar ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)","Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)"
"1228841000033115","Salbutamol 200microgram inhalation powder blisters with device",1,"35936711000001103","Inhalation powder","Inhalation","Salbutamol sulfate","200.000microgram","NULL",60000,"salbutamol 200microgram inhalation powder blisters with device","Salbutamol 200microgram inhalation powder blisters with device"
"1905441000033116","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",4000,"salbutamol insufflator type 4","Salbutamol Insufflator type 4"
"9995741000033115","Duaklir 340micrograms/dose / 12micrograms/dose Genuair",8,"28357211000001106","Inhalation powder","Inhalation","Aclidinium bromide/ Formoterol fumarate dihydrate","396.000microgram/1.000dose + 11.800microgram/1.000dose","NULL",200000,"duaklir 340micrograms/dose / 12micrograms/dose genuair (astrazeneca uk ltd)","Duaklir 340micrograms/dose / 12micrograms/dose Genuair (AstraZeneca UK Ltd)"
"3084341000033113","Cefalexin 500mg tablets",13,"39735911000001106","Tablet","Oral","Cefalexin","500.000mg","5010201",600000,"cefalexin 500mg tablets","Cefalexin 500mg tablets"
"220741000033110","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",3,"cephalexin capsules 250 mg","Cephalexin Capsules 250 mg"
"3227741000033117","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",7000,"alvesco cfc-free inhaler 160 micrograms/actuation, 120 doses","Alvesco Cfc-free inhaler 160 micrograms/actuation, 120 doses"
"1905641000033119","Salbutamol 200microgram inhalation powder capsules",1,"39709711000001100","Inhalation powder","Inhalation","Salbutamol sulfate","200.000microgram","NULL",60000,"salbutamol 200microgram inhalation powder capsules","Salbutamol 200microgram inhalation powder capsules"
"536341000033116","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",100000,"erythroped p.i. suspension 125 mg/5 ml","Erythroped P.i. suspension 125 mg/5 ml"
"3267741000033112","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",1000,"alvesco cfc-free inhaler 160 micrograms/actuation, 60 doses","Alvesco Cfc-free inhaler 160 micrograms/actuation, 60 doses"
"4499141000033119","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",200,"novolizer salbulin inhalation cartridge refill 100 micrograms/dose","Novolizer Salbulin Inhalation Cartridge Refill 100 micrograms/dose"
"1915041000033111","Fluticasone propionate 500microgram inhalation powder blisters with device",9,"36059711000001101","Inhalation powder","Inhalation","Fluticasone propionate","500.000microgram","NULL",5000,"fluticasone propionate 500microgram inhalation powder blisters with device","Fluticasone propionate 500microgram inhalation powder blisters with device"
"317741000033113","Co-amoxiclav 250mg/125mg dispersible tablets sugar free",13,"39021311000001109","Dispersible tablet","Oral","Amoxicillin trihydrate/ Potassium clavulanate","250.000mg + 125.000mg","5010103",100000,"co-amoxiclav 250mg/125mg dispersible tablets sugar free","Co-amoxiclav 250mg/125mg dispersible tablets sugar free"
"3081141000033113","Beclometasone 200microgram inhalation powder blisters with device",9,"35908311000001107","Inhalation powder","Inhalation","Beclometasone dipropionate","200.000microgram","NULL",50000,"beclometasone 200microgram inhalation powder blisters with device","Beclometasone 200microgram inhalation powder blisters with device"
"8102041000033111","Flutiform 125micrograms/dose / 5micrograms/dose inhaler",7,"21019411000001101"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Formoterol fumarate dihydrate","125.000microgram/1.000dose + 5.000microgram/1.000dose","3020000",400000,"flutiform 125micrograms/dose / 5micrograms/dose inhaler (napp pharmaceuticals ltd)","Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)"
"1228341000033112","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",2000,"salbutamol cyclocaps 200 micrograms","Salbutamol Cyclocaps 200 micrograms"
"8101741000033115","Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free",7,"21113711000001102"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Formoterol fumarate dihydrate","125.000microgram/1.000dose + 5.000microgram/1.000dose","3020000",100000,"fluticasone 125micrograms/dose / formoterol 5micrograms/dose inhaler cfc free","Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free"
"230041000033114","Cefixime 100mg/5ml oral suspension",13,"36134411000001101","Oral suspension","Oral","Cefixime","20.000mg/1.000ml","5010201",50000,"cefixime 100mg/5ml oral suspension","Cefixime 100mg/5ml oral suspension"
"4063341000033111","NULL",6,"NULL","NULL","NULL","NULL","NULL","NULL",3000,"formoterol dry powder inhaler 12 micrograms/actuation, 120 dose","Formoterol Dry Powder Inhaler 12 micrograms/actuation, 120 dose"
"163641000033116","Bricanyl 500micrograms/dose Turbohaler",1,"3218311000001103","Inhalation powder","Inhalation","Terbutaline sulfate","500.000microgram/1.000dose","3010101",2000000,"bricanyl 500micrograms/dose turbohaler (astrazeneca uk ltd)","Bricanyl 500micrograms/dose Turbohaler (AstraZeneca UK Ltd)"
"3082041000033116","Beclometasone 100microgram inhalation powder capsules",9,"39695511000001104","Inhalation powder","Inhalation","Beclometasone dipropionate","100.000microgram","NULL",30000,"beclometasone 100microgram inhalation powder capsules","Beclometasone 100microgram inhalation powder capsules"
"2067841000033116","Fluticasone 250micrograms/dose inhaler CFC free",9,"39111411000001104"," Pressurised inhalation","Inhalation","Fluticasone propionate","250.000microgram/1.000dose","3020000",900000,"fluticasone 250micrograms/dose inhaler cfc free","Fluticasone 250micrograms/dose inhaler CFC free"
"3079641000033111","Amoxicillin 125mg/5ml oral suspension",13,"323732002","Oral suspension","Oral","Amoxicillin trihydrate","25.000mg/1.000ml","5010103",5000000,"amoxicillin 125mg/5ml oral suspension","Amoxicillin 125mg/5ml oral suspension"
"9851941000033115","Indacaterol 85micrograms/dose / Glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device",8,"28049611000001104","Inhalation powder","Inhalation","Glycopyrronium bromide/ Indacaterol maleate","54.000microgram/1.000dose + 85.000microgram/1.000dose","3010400",20000,"indacaterol 85micrograms/dose / glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device","Indacaterol 85micrograms/dose / Glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device"
"534441000033117","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",200,"erythromycin ethyl succinate granules 125 mg/sachet","Erythromycin Ethyl Succinate Granules 125 mg/sachet"
"3164341000033116","Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler",7,"35912011000001109","Inhalation powder","Inhalation","Budesonide/ Formoterol fumarate dihydrate","100.000microgram/1.000dose + 6.000microgram/1.000dose","3020000",500000,"budesonide 100micrograms/dose / formoterol 6micrograms/dose dry powder inhaler","Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler"
"1557341000033115","Zinnat 250mg tablets",13,"211911000001100","Tablet","Oral","Cefuroxime axetil","250.000mg","5010201",40000,"zinnat 250mg tablets (glaxosmithkline uk ltd)","Zinnat 250mg tablets (GlaxoSmithKline UK Ltd)"
"9299441000033113","Striverdi Respimat 2.5micrograms/dose inhalation solution cartridge with device",6,"24608011000001103"," Inhalation solution","Inhalation","Olodaterol hydrochloride","2.500microgram/1.000dose","3010101",3000,"striverdi respimat 2.5micrograms/dose inhalation solution cartridge with device (boehringer ingelheim ltd)","Striverdi Respimat 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd)"
"3164041000033118","Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler",7,"38897611000001100","Inhalation powder","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","100.000microgram/1.000dose + 50.000microgram/1.000dose","3020000",500000,"fluticasone propionate 100micrograms/dose / salmeterol 50micrograms/dose dry powder inhaler","Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler"
"4498941000033110","Salbutamol 100micrograms/dose dry powder inhalation cartridge",1,"13566111000001109","Inhalation powder","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101",6000,"salbutamol 100micrograms/dose dry powder inhalation cartridge","Salbutamol 100micrograms/dose dry powder inhalation cartridge"
"3080441000033114","Beclometasone 250micrograms/dose inhaler",9,"35908811000001103"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","250.000microgram/1.000dose","3020000",3000000,"beclometasone 250micrograms/dose inhaler","Beclometasone 250micrograms/dose inhaler"
"3198641000033118","Easyhaler Salbutamol sulfate 200micrograms/dose dry powder inhaler",1,"9204911000001109","Inhalation powder","Inhalation","Salbutamol","200.000microgram/1.000dose","3010101",100000,"easyhaler salbutamol sulfate 200micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","Easyhaler Salbutamol sulfate 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"4418141000033112","Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free",7,"12911011000001100"," Pressurised inhalation","Inhalation","Beclometasone dipropionate/ Formoterol fumarate dihydrate","100.000microgram/1.000dose + 6.000microgram/1.000dose","3020000",1000000,"beclometasone 100micrograms/dose / formoterol 6micrograms/dose inhaler cfc free","Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free"
"158441000033117","Bricanyl 250micrograms/dose inhaler",1,"3248011000001106"," Pressurised inhalation","Inhalation","Terbutaline sulfate","250.000microgram/1.000dose","NULL",400000,"bricanyl 250micrograms/dose inhaler (astrazeneca uk ltd)","Bricanyl 250micrograms/dose inhaler (AstraZeneca UK Ltd)"
"3227441000033112","Ciclesonide 80micrograms/dose inhaler CFC free",9,"9004511000001107"," Pressurised inhalation","Inhalation","Ciclesonide","80.000microgram/1.000dose","3020000",30000,"ciclesonide 80micrograms/dose inhaler cfc free","Ciclesonide 80micrograms/dose inhaler CFC free"
"1510641000033115","Ventolin 400microgram Rotacaps",1,"3218011000001101","Inhalation powder","Inhalation","Salbutamol sulfate","400.000microgram","NULL",700000,"ventolin 400microgram rotacaps (glaxosmithkline uk ltd)","Ventolin 400microgram Rotacaps (GlaxoSmithKline UK Ltd)"
"3838741000033113","Clarithromycin 250mg granules straws",13,"9742511000001109","Granules","Oral","Clarithromycin","250.000mg","5010500",500,"clarithromycin 250mg granules straws","Clarithromycin 250mg granules straws"
"1557041000033117","Zinnat 125mg/5ml oral suspension",13,"238811000001105","Oral suspension","Oral","Cefuroxime axetil","25.000mg/1.000ml","5010201",3000,"zinnat 125mg/5ml oral suspension (glaxosmithkline uk ltd)","Zinnat 125mg/5ml oral suspension (GlaxoSmithKline UK Ltd)"
"3343941000033118","Salbutamol 100micrograms/dose dry powder inhaler",1,"9207411000001106","Inhalation powder","Inhalation","Salbutamol","100.000microgram/1.000dose","3010101",100000,"salbutamol 100micrograms/dose dry powder inhaler","Salbutamol 100micrograms/dose dry powder inhaler"
"5707041000033111","Indacaterol 150microgram inhalation powder capsules with device",6,"17313711000001107","Inhalation powder","Inhalation","Indacaterol maleate","150.000microgram","3010101",50000,"indacaterol 150microgram inhalation powder capsules with device","Indacaterol 150microgram inhalation powder capsules with device"
"287441000033111","Clarithromycin 250mg tablets",13,"324238009","Tablet","Oral","Clarithromycin","250.000mg","5010500",2000000,"clarithromycin 250mg tablets","Clarithromycin 250mg tablets"
"231741000033119","Cefaclor 250mg/5ml oral suspension",13,"323793009","Oral suspension","Oral","Cefaclor monohydrate","50.000mg/1.000ml","5010201",70000,"cefaclor 250mg/5ml oral suspension","Cefaclor 250mg/5ml oral suspension"
"258941000033112","Ciproxin 750mg tablets",13,"661311000001104","Tablet","Oral","Ciprofloxacin hydrochloride","750.000mg","5011200",3000,"ciproxin 750mg tablets (bayer plc)","Ciproxin 750mg tablets (Bayer Plc)"
"2509541000033113","NULL",11,"NULL","NULL","NULL","NULL","NULL","NULL",2,"*prednisolone liquid","*Prednisolone Liquid"
"1145341000033116","Pulmicort 100 Turbohaler",9,"3113111000001106","Inhalation powder","Inhalation","Budesonide","100.000microgram/1.000dose","3020000",300000,"pulmicort 100 turbohaler (astrazeneca uk ltd)","Pulmicort 100 Turbohaler (AstraZeneca UK Ltd)"
"3082641000033110","Beclometasone 200micrograms/dose dry powder inhaler",9,"35908411000001100","Inhalation powder","Inhalation","Beclometasone dipropionate","200.000microgram/1.000dose","3020000",90000,"beclometasone 200micrograms/dose dry powder inhaler","Beclometasone 200micrograms/dose dry powder inhaler"
"3085141000033111","Cefradine 250mg/5ml oral solution",13,"36134511000001102","Oral solution","Oral","Cefradine","50.000mg/1.000ml","NULL",60000,"cefradine 250mg/5ml oral solution","Cefradine 250mg/5ml oral solution"
"1698641000033112","Tavanic 500mg/100ml solution for infusion vials",13,"4602911000001104","Solution for infusion","Intravenous","Levofloxacin hemihydrate","5.000mg/1.000ml","5011200",1,"tavanic 500mg/100ml solution for infusion vials (sanofi)","Tavanic 500mg/100ml solution for infusion vials (Sanofi)"
"535941000033111","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",3000,"erythromycin ethyl succinate mixture 500 mg/5 ml","Erythromycin Ethyl Succinate Mixture 500 mg/5 ml"
"1143041000033117","Pulmicort 200micrograms/dose inhaler",9,"2924111000001109"," Pressurised inhalation","Inhalation","Budesonide","200.000microgram/1.000dose","NULL",400000,"pulmicort 200micrograms/dose inhaler (astrazeneca uk ltd)","Pulmicort 200micrograms/dose inhaler (AstraZeneca UK Ltd)"
"1114341000033114","Prednisolone 5mg gastro-resistant tablets",11,"325443009","Gastro-resistant tablet","Oral","Prednisolone","5.000mg","6030200",10000000,"prednisolone 5mg gastro-resistant tablets","Prednisolone 5mg gastro-resistant tablets"
"585741000033118","Flixotide 25micrograms/dose inhaler",9,"4856011000001103"," Pressurised inhalation","Inhalation","Fluticasone propionate","25.000microgram/1.000dose","3020000",30000,"flixotide 25micrograms/dose inhaler (glaxosmithkline uk ltd)","Flixotide 25micrograms/dose inhaler (GlaxoSmithKline UK Ltd)"
"591441000033110","Flixotide 500microgram disks",9,"3110511000001108","Inhalation powder","Inhalation","Fluticasone propionate","500.000microgram","3020000",20000,"flixotide 500microgram disks (glaxosmithkline uk ltd)","Flixotide 500microgram disks (GlaxoSmithKline UK Ltd)"
"591341000033116","Fluticasone propionate 50microgram inhalation powder blisters",9,"36059811000001109","Inhalation powder","Inhalation","Fluticasone propionate","50.000microgram","3020000",10000,"fluticasone propionate 50microgram inhalation powder blisters","Fluticasone propionate 50microgram inhalation powder blisters"
"3079741000033119","Amoxicillin 250mg/5ml oral suspension",13,"323733007","Oral suspension","Oral","Amoxicillin trihydrate","50.000mg/1.000ml","5010103",2000000,"amoxicillin 250mg/5ml oral suspension","Amoxicillin 250mg/5ml oral suspension"
"3082141000033117","Beclometasone 200microgram inhalation powder capsules",9,"39695611000001100","Inhalation powder","Inhalation","Beclometasone dipropionate","200.000microgram","3020000",80000,"beclometasone 200microgram inhalation powder capsules","Beclometasone 200microgram inhalation powder capsules"
"10212641000033118","Pevanti 10mg tablets",11,"28799311000001104","Tablet","Oral","Prednisolone","10.000mg","NULL",300,"pevanti 10mg tablets (advanz pharma)","Pevanti 10mg tablets (Advanz Pharma)"
"3082341000033119","Beclometasone 100micrograms/dose dry powder inhaler",9,"35908011000001109","Inhalation powder","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000",50000,"beclometasone 100micrograms/dose dry powder inhaler","Beclometasone 100micrograms/dose dry powder inhaler"
"585641000033110","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",80000,"flixotide inhaler 125 micrograms/puff","Flixotide Inhaler 125 micrograms/puff"
"3080741000033119","Beclometasone 100micrograms/dose breath actuated inhaler",9,"35907811000001102"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000",1000000,"beclometasone 100micrograms/dose breath actuated inhaler","Beclometasone 100micrograms/dose breath actuated inhaler"
"3838641000033116","Clarithromycin 187.5mg granules straws",13,"9742411000001105","Granules","Oral","Clarithromycin","187.500mg","5010500",400,"clarithromycin 187.5mg granules straws","Clarithromycin 187.5mg granules straws"
"44041000033113","Amoxil 250mg capsules",13,"388611000001105","Capsule","Oral","Amoxicillin trihydrate","250.000mg","5010103",400000,"amoxil 250mg capsules (glaxosmithkline uk ltd)","Amoxil 250mg capsules (GlaxoSmithKline UK Ltd)"
"8141841000033119","Seebri Breezhaler 44microgram inhalation powder capsules with device",10,"21495411000001107","Inhalation powder","Inhalation","Glycopyrronium bromide","55.000microgram","3010200",500000,"seebri breezhaler 44microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)","Seebri Breezhaler 44microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)"
"536241000033114","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",300000,"erythromycin paediatric suspension 125 mg/5 ml","Erythromycin Paediatric suspension 125 mg/5 ml"
"10740141000033110","Fostair 200micrograms/dose / 6micrograms/dose inhaler",7,"31063411000001101"," Pressurised inhalation","Inhalation","Beclometasone dipropionate/ Formoterol fumarate dihydrate","200.000microgram + 6.000microgram","NULL",700000,"fostair 200micrograms/dose / 6micrograms/dose inhaler (chiesi ltd)","Fostair 200micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)"
"230941000033110","Cefaclor 125mg/5ml oral suspension",13,"323792004","Oral suspension","Oral","Cefaclor monohydrate","25.000mg/1.000ml","5010201",200000,"cefaclor 125mg/5ml oral suspension","Cefaclor 125mg/5ml oral suspension"
"3081741000033112","Beclometasone 100micrograms/dose inhaler",9,"320537007"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000",8000000,"beclometasone 100micrograms/dose inhaler","Beclometasone 100micrograms/dose inhaler"
"11782841000033117","Soltel 25micrograms/dose inhaler CFC free",6,"33561211000001109"," Pressurised inhalation","Inhalation","Salmeterol xinafoate","25.000microgram/1.000dose","NULL",20000,"soltel 25micrograms/dose inhaler cfc free (cipla eu ltd)","Soltel 25micrograms/dose inhaler CFC free (Cipla EU Ltd)"
"540041000033119","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",400000,"erythromycin tablets 500 mg","Erythromycin Tablets 500 mg"
"47341000033118","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",3000,"amoxil fiztabs 250 mg","Amoxil Fiztabs 250 mg"
"1713741000033116","Zithromax 500mg tablets",13,"794511000001102","Tablet","Oral","Azithromycin","500.000mg","NULL",3000,"zithromax 500mg tablets (pfizer ltd)","Zithromax 500mg tablets (Pfizer Ltd)"
"537641000033110","Erythromycin ethyl succinate 125mg/5ml oral suspension",13,"324232005","Oral suspension","Oral","Erythromycin ethyl succinate","25.000mg/1.000ml","5010500",600000,"erythromycin ethyl succinate 125mg/5ml oral suspension","Erythromycin ethyl succinate 125mg/5ml oral suspension"
"3943341000033113","Clenil Modulite 100micrograms/dose inhaler",9,"10618211000001109"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000",9000000,"clenil modulite 100micrograms/dose inhaler (chiesi ltd)","Clenil Modulite 100micrograms/dose inhaler (Chiesi Ltd)"
"3943441000033119","Clenil Modulite 200micrograms/dose inhaler",9,"10619311000001107"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","200.000microgram/1.000dose","3020000",2000000,"clenil modulite 200micrograms/dose inhaler (chiesi ltd)","Clenil Modulite 200micrograms/dose inhaler (Chiesi Ltd)"
"3164241000033114","Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler",7,"38897411000001103","Inhalation powder","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","500.000microgram/1.000dose + 50.000microgram/1.000dose","3020000",2000000,"fluticasone propionate 500micrograms/dose / salmeterol 50micrograms/dose dry powder inhaler","Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler"
"4063241000033118","NULL",6,"NULL","NULL","NULL","NULL","NULL","NULL",20000,"formoterol dry powder inhaler 12 micrograms/actuation, 60 dose","Formoterol Dry Powder Inhaler 12 micrograms/actuation, 60 dose"
"3141441000033118","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",2000,"novolizer budesonide inhalation cartridge + device 200 micrograms/dose, 100 doses","Novolizer Budesonide Inhalation Cartridge + Device 200 micrograms/dose, 100 doses"
"4063541000033116","Formoterol Easyhaler 12micrograms/dose dry powder inhaler",6,"11176411000001106","Inhalation powder","Inhalation","Formoterol fumarate dihydrate","12.000microgram/1.000dose","NULL",80000,"formoterol easyhaler 12micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","Formoterol Easyhaler 12micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"805741000033118","Klaricid 250mg tablets",13,"220811000001105","Tablet","Oral","Clarithromycin","250.000mg","5010500",100000,"klaricid 250mg tablets (abbott laboratories ltd)","Klaricid 250mg tablets (Abbott Laboratories Ltd)"
"228541000033117","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",700,"cephalexin paediatric drops 125 mg/1.25 ml","Cephalexin Paediatric drops 125 mg/1.25 ml"
"171641000033111","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",1000,"budesonide spacer inhaler 50 micrograms/dose","Budesonide Spacer inhaler 50 micrograms/dose"
"1252041000033114","Salmeterol 50microgram inhalation powder blisters",6,"35938011000001101","Inhalation powder","Inhalation","Salmeterol xinafoate","50.000microgram","3010101",200000,"salmeterol 50microgram inhalation powder blisters","Salmeterol 50microgram inhalation powder blisters"
"3080141000033118","Amoxicillin 250mg/5ml oral suspension sugar free",13,"39021911000001105","Oral suspension","Oral","Amoxicillin trihydrate","50.000mg/1.000ml","5010103",3000000,"amoxicillin 250mg/5ml oral suspension sugar free","Amoxicillin 250mg/5ml oral suspension sugar free"
"3914841000033111","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",1,"suprax capsules 400 mg","Suprax Capsules 400 mg"
"2147441000033116","Seretide 250 Evohaler",7,"539811000001106"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","250.000microgram/1.000dose + 25.000microgram/1.000dose","3020000",3000000,"seretide 250 evohaler (glaxosmithkline uk ltd)","Seretide 250 Evohaler (GlaxoSmithKline UK Ltd)"
"10212541000033119","Pevanti 5mg tablets",11,"28799011000001102","Tablet","Oral","Prednisolone","5.000mg","NULL",300,"pevanti 5mg tablets (advanz pharma)","Pevanti 5mg tablets (Advanz Pharma)"
"4373141000033119","Cefalexin 250mg/5ml oral suspension sugar free",13,"4515811000001108","Oral suspension","Oral","Cefalexin","50.000mg/1.000ml","5010200",20000,"cefalexin 250mg/5ml oral suspension sugar free","Cefalexin 250mg/5ml oral suspension sugar free"
"3871841000033112","Easyhaler Budesonide 100micrograms/dose dry powder inhaler",9,"10073911000001106","Inhalation powder","Inhalation","Budesonide","100.000microgram/1.000dose","NULL",60000,"easyhaler budesonide 100micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","Easyhaler Budesonide 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"44141000033112","Amoxil 500mg capsules",13,"709311000001106","Capsule","Oral","Amoxicillin trihydrate","500.000mg","5010103",300000,"amoxil 500mg capsules (glaxosmithkline uk ltd)","Amoxil 500mg capsules (GlaxoSmithKline UK Ltd)"
"3083041000033113","Beclometasone 100micrograms/dose breath actuated inhaler CFC free",9,"35907911000001107"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000",200000,"beclometasone 100micrograms/dose breath actuated inhaler cfc free","Beclometasone 100micrograms/dose breath actuated inhaler CFC free"
"585941000033115","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",100000,"fluticasone propionate inhaler 125 micrograms/puff","Fluticasone Propionate Inhaler 125 micrograms/puff"
"2873041000033114","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",2000,"asmanex twisthaler dry powder inhaler 200 micrograms/dose, 30 doses","Asmanex Twisthaler Dry Powder Inhaler 200 micrograms/dose, 30 doses"
"576741000033118","Flixotide 100micrograms/dose Accuhaler",9,"3184311000001107","Inhalation powder","Inhalation","Fluticasone propionate","100.000microgram/1.000dose","3020000",100000,"flixotide 100micrograms/dose accuhaler (glaxosmithkline uk ltd)","Flixotide 100micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
"94641000033110","Augmentin 125/31 SF oral suspension",13,"932211000001108","Oral suspension","Oral","Amoxicillin trihydrate/ Potassium clavulanate","25.000mg/1.000ml + 6.250mg/1.000ml","5010103",200000,"augmentin 125/31 sf oral suspension (glaxosmithkline uk ltd)","Augmentin 125/31 SF oral suspension (GlaxoSmithKline UK Ltd)"
"8946841000033112","Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler",7,"23661311000001105","Inhalation powder","Inhalation","Fluticasone furoate/ Vilanterol","184.000microgram/1.000dose + 22.000microgram/1.000dose","3020000",30000,"fluticasone furoate 184micrograms/dose / vilanterol 22micrograms/dose dry powder inhaler","Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler"
"259041000033115","Ciprofloxacin 750mg tablets",13,"39687011000001101","Tablet","Oral","Ciprofloxacin hydrochloride","750.000mg","5011200",70000,"ciprofloxacin 750mg tablets","Ciprofloxacin 750mg tablets"
"577041000033119","Flixotide 500micrograms/dose Accuhaler",9,"3185211000001103","Inhalation powder","Inhalation","Fluticasone propionate","500.000microgram/1.000dose","3020000",70000,"flixotide 500micrograms/dose accuhaler (glaxosmithkline uk ltd)","Flixotide 500micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
