"medcodeid","originalreadcode","cleansedreadcode","snomedctconceptid","snomedctdescriptionid","emiscodecategoryid","term","smoking_status","drugs","passive","vape","smokeless_tobacco","gp_recorded_smoking","ever_smoker"
"1484936019","13p3","13p3.00","390904005","1484936019","Personal Health and Social","Smoking status at 52 weeks",NA,NA,NA,NA,NA,1,NA
"137771000006119","EGTONSM3","","137771000006103","137771000006119","Personal Health and Social","Smoking Age Started",NA,NA,NA,NA,NA,1,NA
"11913031000006119","^ESCT1191303","","399791000000101","892051000000118","Unset","[V]Tobacco use",NA,NA,NA,NA,NA,1,NA
"11928911000006113","^ESCT1192891","","382911000000101","754761000000119","Unset","Refusal to give smoking status",NA,NA,NA,NA,NA,1,NA
"904051000006110","EMISQCO1","","904051000006106","904051000006110","Cytology/Histology","Carbon monoxide validation of smoking status",NA,NA,NA,NA,NA,1,NA
"12461621000006112","^ESCT1246162","","365980008","349511000006119","Unset","[V]Tobacco use",NA,NA,NA,NA,NA,1,NA
"904141000006112","EMISQSM4","","904141000006108","904141000006112","Administration, documents and attachments","Smoking cessation 4 week F/U not completed",NA,NA,NA,NA,NA,1,NA
"11637241000006117","^ESCTSM1163724","","999000891000000102","999001881000000112","Unset","Smoking simple reference set",NA,NA,NA,NA,NA,1,NA
"12024741000006113","^ESCT1202474","","765000002","3656018015","Unset","Monitoring of smoking cessation therapy",NA,NA,NA,NA,NA,1,NA
"1651711000000113","9NdW","9NdW.00","750851000000104","1651711000000113","Administration, documents and attachments","Consent given for smoking cessation data sharing",NA,NA,NA,NA,NA,1,NA
"1833971000006116","EMISNQST27","","1833971000006100","1833971000006116","Administration, documents and attachments","Stop Smoking satisfaction questionnaire given",NA,NA,NA,NA,NA,1,NA
"4074571000006117","^ESCTCI407457","","102408007","165612013","Unset","Cigarette smoke",NA,NA,NA,NA,NA,1,NA
"305331000000119","9hG","9hG..00","717761000000101","1570291000000113","Administration, documents and attachments","Exception reporting - smoking quality indicators",NA,NA,NA,NA,NA,1,NA
"128361000006110","9OO8","9OO8.00","185796008","285798012","Administration, documents and attachments","Stop smoking monitoring telephone invite",NA,NA,NA,NA,NA,1,NA
"285805010","9OO9","9OO9.00","185798009","285805010","Administration, documents and attachments","Stop smoking monitoring delete",NA,NA,NA,NA,NA,1,NA
"2203381000000113","8HBP","8HBP.00","850331000000104","2203381000000113","Referral","Smoking cessation 12 week follow-up",NA,NA,NA,NA,NA,1,NA
"12024761000006112","^ESCT1202476","","765001003","3656019011","Administration, documents and attachments","Monitoring of smoking cessation therapy declined",NA,NA,NA,NA,NA,1,NA
"103051000006114","6893","6893.00","171209009","265302011","Health management, screening and monitoring","Tobacco usage screen",NA,NA,NA,NA,NA,1,NA
"25281000000119","9OO-1","9OO..11","714021000000104","1565261000000119","Administration, documents and attachments","Stop smoking clinic administration",NA,NA,NA,NA,NA,1,NA
"498831000006118","9OO1","9OO1.00","185789006","285791018","Administration, documents and attachments","Attends stop smoking monitoring",NA,NA,NA,NA,NA,1,NA
"16261000000110","9OOZ","9OOZ.00","714001000000108","1567181000000113","Administration, documents and attachments","Stop smoking monitoring administration",NA,NA,NA,NA,NA,1,NA
"904211000006119","EMISQSM16","","904211000006103","904211000006119","Diagnostics","Smoking cessation service patient satisfaction score",NA,NA,NA,NA,NA,1,NA
"128311000006112","9OO4","9OO4.00","185792005","285794014","Administration, documents and attachments","Stop smoking monitoring first letter",NA,NA,NA,NA,NA,1,NA
"1653781000000119","9NdZ","9NdZ.00","751661000000106","1653781000000119","Administration, documents and attachments","Declined consent for smoking cessation data sharing",NA,NA,NA,NA,NA,1,NA
"7968491000006118","^ESCTTO796849","","1431000175100","3027287013","Unset","Tobacco cessation treatment history",NA,NA,NA,NA,NA,1,NA
"4074561000006112","^ESCTTO407456","","102407002","165611018","Unset","Tobacco smoke",NA,NA,NA,NA,NA,1,NA
"1825081000006118","EMISNQSM17","","1825081000006102","1825081000006118","Administration, documents and attachments","Smoking cessation 12 week F/U completed",NA,NA,NA,NA,NA,1,NA
"1123541000000118","8HBM","8HBM.00","505581000000108","1123541000000118","Referral","Stop smoking face to face follow-up",NA,NA,NA,NA,NA,1,NA
"21681000000118","9OO","9OO..00","714001000000108","1565241000000115","Administration, documents and attachments","Anti-smoking monitoring admin.",NA,NA,NA,NA,NA,1,NA
"904161000006111","EMISQSM6","","904161000006107","904161000006111","Administration, documents and attachments","Smoking cessation 52 week F/U completed",NA,NA,NA,NA,NA,1,NA
"904151000006114","EMISQSM5","","904151000006105","904151000006114","Administration, documents and attachments","Smoking cessation 4 week F/U completed",NA,NA,NA,NA,NA,1,NA
"316511000000113","9hG0","9hG0.00","716391000000109","1568941000000118","Administration, documents and attachments","Excepted from smoking quality indicators - patient unsuitable",NA,NA,NA,NA,NA,1,NA
"21691000000116","9OO-2","9OO..12","714001000000108","1565241000000115","Administration, documents and attachments","Anti-smoking monitoring administration",NA,NA,NA,NA,NA,1,NA
"5999811000006115","^ESCTSM599981","","310429001","454002012","Administration, documents and attachments","Smoking monitoring invitation",NA,NA,NA,NA,NA,1,NA
"6282341000006116","^ESCTTO628234","","365981007","489483015","Personal Health and Social","Tobacco smoking behavior - finding",NA,NA,NA,NA,NA,1,NA
"1873511000006118","EMISNQCA1034","","1873511000006102","1873511000006118","Administration, documents and attachments","Care contact service: Smoking/substance cessation/interven prog.",NA,NA,NA,NA,NA,1,NA
"128321000006116","9OO5","9OO5.00","185793000","285795010","Administration, documents and attachments","Stop smoking monitoring second letter",NA,NA,NA,NA,NA,1,NA
"1817431000006112","ZV4D7","ZV4D700","229819007","344513013","Conditions, operations and procedures","Tobacco use and exposure",NA,NA,NA,NA,NA,1,NA
"1662951000000113","9Ndg","9Ndg.00","755741000000100","1662951000000113","Administration, documents and attachments","Declined consent for follow-up by smoking cessation team",NA,NA,NA,NA,NA,1,NA
"1979491000006115","EMISNQSM20","","1979491000006104","1979491000006115","Referral","Smoking cessation follow-up",NA,NA,NA,NA,NA,1,NA
"128381000006117","9OOA","9OOA.00","185799001","285806011","Administration, documents and attachments","Stop smoking monitoring check done",NA,NA,NA,NA,NA,1,NA
"2159962015","8I6H","8I6H.00","408398007","2159962015","Conditions, operations and procedures","Smoking review not indicated",NA,NA,NA,NA,NA,1,NA
"852131000006112","EMISQSM18","","852131000006108","852131000006112","Personal Health and Social","Smoking cessation-practice nurse support",NA,NA,NA,NA,NA,1,NA
"736241000000116","9kc","9kc..00","374361000000100","1152641000000112","Administration, documents and attachments","Smoking cessation enhanced services administration",NA,NA,NA,NA,NA,1,NA
"285793015","9OO3","9OO3.00","185791003","285793015","Administration, documents and attachments","Stop smoking monitor default",NA,NA,NA,NA,NA,1,NA
"1758981000006111","EMISNQST14","","1758981000006107","1758981000006111","Administration, documents and attachments","Stop smoking monitoring invitation first SMS text message sent",NA,NA,NA,NA,NA,1,NA
"904071000006117","EMISQSM2","","904071000006101","904071000006117","Administration, documents and attachments","Smoking cessation 4 week follow up",NA,NA,NA,NA,NA,1,NA
"904171000006116","EMISQSM7","","904171000006100","904171000006116","Administration, documents and attachments","Smoking cessation 52 week F/U not completed",NA,NA,NA,NA,NA,1,NA
"6282311000006115","^ESCTTO628231","","365980008","489482013","Unset","Tobacco use and exposure - finding",NA,NA,NA,NA,NA,1,NA
"128371000006115","9OO7","9OO7.00","185795007","285797019","Administration, documents and attachments","Stop smoking monitoring verbal invite",NA,NA,NA,NA,NA,1,NA
"6282361000006117","^ESCTFI628236","","365981007","2766541019","Personal Health and Social","Finding of tobacco smoking behavior",NA,NA,NA,NA,NA,1,NA
"1704491000006115","9kc0","9kc0.00","374391000000106","1152711000000117","Administration, documents and attachments","Smoking cessation enhanced services administration monitoring template completed",NA,NA,NA,NA,NA,1,NA
"1758991000006114","EMISNQST15","","1758991000006105","1758991000006114","Administration, documents and attachments","Stop smoking monitoring invitation second SMS text message sent",NA,NA,NA,NA,NA,1,NA
"12452041000006114","^ESCT1245204","","185790002","285792013","Unset","Refuses stop smoking monitor",NA,NA,NA,NA,NA,1,NA
"1755231000006113","9NdY","9NdY.00","751101000000101","1652471000000119","Administration, documents and attachments","Declined consent for follow-up evaluation after smoking cessation intervention",NA,NA,NA,NA,NA,1,NA
"3544141000006118","^ESCTSM354414","","64197008","106720017","Unset","Smoke",NA,NA,NA,NA,NA,1,NA
"1716141000000117","13p8","13p8.00","768971000000109","1716141000000117","Personal Health and Social","Lost to smoking cessation follow-up",NA,NA,NA,NA,NA,1,NA
"1484932017","13p","13p..00","390900001","1484932017","Personal Health and Social","Smoking cessation milestones",NA,NA,NA,NA,NA,1,NA
"316541000000114","9hG1","9hG1.00","717771000000108","1570301000000112","Administration, documents and attachments","Excepted from smoking quality indicators - informed dissent",NA,NA,NA,NA,NA,1,NA
"1662911000000114","9Ndf","9Ndf.00","755721000000107","1662911000000114","Administration, documents and attachments","Consent given for follow-up by smoking cessation team",NA,NA,NA,NA,NA,1,NA
"285792013","9OO2","9OO2.00","765001003","3656021018","Administration, documents and attachments","Monitoring of smoking cessation therapy refused",NA,NA,NA,NA,NA,1,NA
"6282351000006119","^ESCTSM628235","","365981007","1490791014","Personal Health and Social","Smoking",NA,NA,NA,NA,NA,1,NA
"904191000006115","EMISQSM10","","904191000006104","904191000006115","Diagnostics","Smoking cessation motivation score",NA,NA,NA,NA,NA,1,NA
"1823811000006115","EMISNQSM15","","1823811000006104","1823811000006115","Administration, documents and attachments","Smoking cessation 12 week follow up",NA,NA,NA,NA,NA,1,NA
"103061000006111","68T","68T..00","171209009","265302011","Health management, screening and monitoring","Tobacco usage screening",NA,NA,NA,NA,NA,1,NA
"1825071000006116","EMISNQSM16","","1825071000006100","1825071000006116","Administration, documents and attachments","Smoking cessation 12 week F/U not completed",NA,NA,NA,NA,NA,1,NA
"904081000006119","EMISQSM3","","904081000006103","904081000006119","Administration, documents and attachments","Smoking cessation 52 week follow up",NA,NA,NA,NA,NA,1,NA
"1755201000006117","9NdV","9NdV.00","750821000000109","1651651000000115","Administration, documents and attachments","Consent given for follow-up evaluation after smoking cessation intervention",NA,NA,NA,NA,NA,1,NA
"16581000006111","EMISOTS1","","16581000006107","16581000006111","Personal Health and Social","Other smoking information",NA,NA,NA,NA,NA,1,NA
"1741641000006117","9kc0-1","9kc0.11","374391000000106","1152711000000117","Administration, documents and attachments","Smoking cessation ESA monitoring template completed",NA,NA,NA,NA,NA,1,NA
"1759001000006114","EMISNQST16","","1759001000006105","1759001000006114","Administration, documents and attachments","Stop smoking monitoring invitation third SMS text message sent",NA,NA,NA,NA,NA,1,NA
"128331000006118","9OO6","9OO6.00","185794006","285796011","Administration, documents and attachments","Stop smoking monitoring third letter",NA,NA,NA,NA,NA,1,NA
"1694421000006112","9OO-z366","","714001000000108","1694421000006112","Administration, documents and attachments","Stop smoking monitoring admin.",NA,NA,NA,NA,NA,1,NA
"5979541000006112","^ESCTSM597954","","308511002","451871018","Unset","Smoking monitoring call",NA,NA,NA,NA,NA,1,NA
"6282321000006111","^ESCTFI628232","","365980008","2766402018","Unset","Finding of tobacco use and exposure",NA,NA,NA,NA,NA,1,NA
"1758971000006113","EMISNQST13","","1758971000006109","1758971000006113","Administration, documents and attachments","Stop smoking monitoring invitation SMS text message sent",NA,NA,NA,NA,NA,1,NA
